ILK
STAMBP
CCDC130
RALY
SFTPC
SHD
INIP
HAUS4
DOK3
PVALB
ISCU
ITFG2
SIAH2
ADPGK
KCNA2
ABCA6
TNKS
KEAP1
DUSP1
ACSL6
UHRF1
NBPF1
PIPOX
SUGP2
SLC47A1
NUDT22
EMILIN2
STRADA
ROBO4
MRPS11
ASCL1
BRCA1
GSDME
CDK11A
ACOT9
GRK2
EIF5A2
ZNF35
RCL1
SERTAD4
POU3F3
FLRT2
PCDH12
MLST8
NSUN5P2
GHRHR
RRNAD1
NPR3
DENND4B
CEND1
NT5M
FAM120B
PFKM
MYBBP1A
LINC00515
`IDI2-AS1`
LOC729737
ADCY9
MAGI3
LINC00889
ECM1
SMIM3
ADSSL1
ECI1
MIR29B2CHG
ARHGEF11
DTX3
CYC1
MED25
NEFM
ABHD12
TSPAN10
KLHL21
TNIP1
GPX3
ZNF362
FDX1
CCNI
HSD17B4
GUCA2B
TESPA1
PPTC7
LAMA5
SALL2
HCN2
BUD23
DNMBP
ADPRHL1
F2R
INPPL1
RIMS3
NT5DC1
`KRTAP10-1`
PLPP1
PCP4
MBLAC1
ANXA3
GALT
TRPT1
SLC6A1
SOX17
PKD2
LUZP1
C2CD2
TRAK2
INPP5F
CLEC2L
RIPPLY1
ASB13
PANK4
`FAM13A-AS1`
HPDL
TEX26
SYT15
MYBL1
KAT8
IL6R
KCNA3
FLJ23867
UBAC1
PPARGC1A
USP4
IFFO1
TRIM47
PFKFB2
DIABLO
PACS2
FGFRL1
SPAG4
LRPAP1
TMX4
ABCF2
AK1
SPAG8
KRBA1
ELMO3
NKD1
PDLIM2
MRPL12
EYA4
CLCN2
SPSB1
EEPD1
AARS
LPCAT4
ZNF500
CLIC3
CORO6
ALG12
PRO1804
FGD5
CSK
SPRY4
SLC4A9
MPC1
ELOVL7
MFAP3
SEC31A
NFKB1
GALNS
MARF1
FAM216A
DLL1
ITGA11
MAP1LC3B
SYNE1
TSPAN8
AAAS
AEBP1
SNHG1
SGK494
LOC100506388
SOX13
SUSD5
RAMP3
NEB
SESTD1
LOC100294145
SERPINB9
COQ10A
LINC01637
POU6F1
OXSR1
SLC12A5
COL7A1
HERPUD1
POU3F4
FSTL3
HSPB2
THEM4
BEST1
B2M
SLC25A17
C9orf24
ANGEL1
LBH
PYROXD2
CARS
PLCD4
CHAF1A
SLC2A1
CLK2
KANK2
CDON
EP300
AHCYL1
DND1
PRAG1
SLC9A3R2
KCNN4
FLT3
CASP7
MAP3K14
SPNS2
C20orf196
SCN1A
GOLGA1
LINC00667
EFR3A
SGPL1
CPSF1
ABCG4
RGL2
PDIA2
RCC1L
THEMIS2
NKAPD1
GGT5
ATP1A1
ARHGEF10L
CUX2
CHST5
VWA8
REEP4
STAR
ZNF630
AQP6
KLK6
OR7E5P
TAB3
SNX24
ATXN7L2
CCDC121
PLP2
ZNF598
SGCE
GPR108
ITM2A
VAV3
C8orf31
MGARP
BAK1
CTRL
KCTD9
SEMA7A
GAPDH
GANC
DCAF8
AGAP5
SLC6A8
ATXN1
ARID5B
PIM3
LY6G5C
ALDH1A1
ZBTB34
SHROOM2
LINC00216
DGAT1
LRRC8A
FIZ1
EIF3F
ATP11A
TRIM35
MOB3C
PPT2
WARS
TFF3
CKMT1B
FLNA
SZT2
HSPB8
EPHB6
SDHAF2
ANKHD1
ATP1A4
STAT3
NRG1
SLC25A12
MUM1
MICAL1
GPER1
RCOR2
TLN1
FAM72A
RUFY1
ACO1
SPNS3
ZDHHC5
EIF4E1B
TRIM3
IDS
ZMAT4
CLU
ARSF
CLEC16A
MEIKIN
PRCP
PLA2R1
STS
ITPR3
OXCT2
MAP1A
FBXO32
DHRS3
CLN6
ZNF143
ALDOC
FRZB
DCUN1D2
WDR20
TFAP2E
PFN1
ATG13
FOSB
NAPRT
POGZ
TXNDC12
KHDC4
BCL2L1
TRAPPC1
PTPRT
RBM4B
MAMDC4
KDM2B
LAMA4
ATG16L1
OR7E24
CAMK2G
PACSIN3
SPTBN5
LEAP2
TECR
NEXN
TCTEX1D1
ANXA5
PLCB4
TBCE
NELFCD
MAGED2
CNNM2
DNM2
PLCH1
EMX1
CTSL
MCF2L
TNK2
CHRD
IFFO2
RRP12
ATN1
FRMD5
HTR3C
GJA4
VMP1
PBX3
TOR1AIP2
TMEM214
LDLRAD4
MYO15A
RAF1
CCNO
UBXN10
SLC22A17
F13A1
LINC00599
`WDFY3-AS2`
ZSCAN25
ZNF385D
TCF7L2
CYP27A1
ULK3
DNAJC16
LDLRAP1
C17orf75
YPEL3
BDH1
SNHG18
OSBPL2
CSAG1
TNNT2
PXDC1
SLC29A1
STARD5
AK2
BEND6
FANCI
SUOX
PRKAB1
C6orf47
FOXC1
PILRA
DOK5
GHDC
FEZ1
FGF17
PPARD
FHIT
APOL3
SYNE4
PHB2
CPPED1
FAM71E1
CCDC39
TBCC
SLC20A2
CMAHP
GPAT3
PKN1
CDK18
TRIM58
ATRNL1
CRYBA2
MORF4L1
TCN2
HS6ST3
CTSD
GTF3A
DPY19L2P4
TBC1D9B
LOC101928673
HNRNPH1
SGCA
LOC440311
AVEN
EEF2K
`CBR3-AS1`
CLIC1
DCXR
CCL27
MPDU1
SCAMP3
RASD2
PYGM
`HLA-J`
PIK3IP1
GPATCH8
DMBT1
MAML3
CCDC78
SBNO2
GBA2
MED30
ALKBH1
OMG
TFIP11
VPS72
TAPBP
ZNF257
COL27A1
MRPL4
TTC36
HSDL2
SDK1
KCNJ14
MRPS2
TBC1D16
IFNLR1
USP13
NPIPB15
DHX35
BRD9
TRIM44
PRRT4
GMEB1
C19orf66
CCDC25
SLC6A6
NEDD9
C4orf33
C10orf143
SLC22A23
PRADC1
ST8SIA5
MECP2
PRKCA
INA
PLA2G6
STARD9
SYPL1
EPRS
ZYX
PTPRCAP
CCDC114
ZHX3
TLNRD1
`ASAP1-IT1`
SLC25A34
TERF2
RNFT2
TBC1D12
GNLY
NOP53
SLC38A1
SLC7A1
ERRFI1
RWDD1
HMCES
GARNL3
PMPCA
OR7E47P
SH3BP1
SCARF2
IQSEC1
ZNFX1
KCNH6
RNF144B
PPP2R1B
PGP
COL6A1
ASTE1
ITGAV
ADAM15
DCLK1
HNRNPUL1
CES2
PMS2P9
TFAM
TCHH
`HLA-C`
TUBD1
RPP25
MRPL22
FGFR2
TSNARE1
FNDC4
ANKZF1
UNC119
PCOLCE
SPIRE2
SHARPIN
FUT11
GMNN
FAM209B
FAM217B
XRCC3
ABCB9
MAP3K12
CLIP2
CHEK2
TMBIM1
CNIH1
OAT
LOC729218
MREG
`HLA-H`
AP1B1
BCKDHA
ATOH8
`KRTAP2-3`
TOX2
NBPF3
VSTM1
FURIN
CROCCP2
NBR2
LINC01128
PARP4
PC
MIER1
FAM83H
AVPI1
C12orf49
TESK2
PIGU
C1RL
SPARCL1
ITGB4
LAIR1
ASB4
HCG4
AMDHD1
BEND7
ZNF767P
DDX56
CKAP5
`C21orf62-AS1`
SETDB1
FPGT
IPW
ELMOD3
CLCN5
CD99L2
SLC4A2
`MAGI2-AS3`
FES
TPST2
ZNF487
UBE2DNL
CLMP
SENP3
KCNJ11
MEGF6
TBR1
KANK4
SLC46A1
ARHGAP21
TBRG1
PELI3
SPECC1
GPR143
PLAT
CAST
NXPH3
MCAM
AXIN1
IPO9
FAM178B
SYVN1
KIAA0319L
FAM95A
BCL9L
C9orf3
RAB11FIP3
BBS2
UBL7
LZTS1
GTF2IRD1P1
NRARP
RERE
`ASAP1-IT2`
RBBP4
PIP5K1C
BAZ1B
RCAN2
TRIM26
FAM78A
GALE
ARHGEF16
CDKN1B
ASAP2
PLEKHG4
BGN
RFLNB
ZMAT5
SPCS1
FAM135B
LGALS1
MAP3K6
`SLC25A5-AS1`
RAB11FIP5
CHD1L
PRR14
TOP1P2
LAMC3
CD22
APOL1
STAT4
LOC407835
PHF23
LMBR1L
G6PC3
MOB2
CIDEA
TLE3
OXA1L
SNX20
CHGA
NAA60
UHRF1BP1L
OSBP2
BCAT1
EMB
LYSMD4
TWF2
TXN2
TTC28
CNPPD1
CRTAC1
RPS6KL1
RRAD
VPS9D1
BMP1
HNRNPUL2
DCP1A
SLC38A11
GPATCH1
CREB3L4
POPDC3
SRA1
RXRB
ZC3H18
MMACHC
CNTN5
TYSND1
SV2A
CORO7
KCNB1
GEMIN7
TMEM86B
SLC14A1
PDE4A
DTX4
CEMIP
DNAJC22
SMAD6
AKT1S1
UPF3A
LRRC23
MAP2K3
ZNF284
`HLA-F`
MICU1
MTUS2
IRS1
NUMA1
CAPN1
DSCAML1
DCBLD2
WBP1L
ACE
MTX1
MIAT
COQ2
MAP2K2
SNCB
ZBTB16
SNX22
SELENOP
CPT1A
FOXK1
TRAFD1
TM9SF1
TDRD10
OVGP1
HS3ST1
SLC2A8
MLLT6
IFI44L
TADA2B
STAB1
RMC1
MAIP1
AGO1
PPP2R2B
C11orf72
CDS1
ART3
MYO9B
CA7
TMEM81
UFSP2
IDE
KLC2
NSUN5
`ASB16-AS1`
LINC01869
CASP2
STPG1
P4HTM
MYC
BACE1
VPS11
POLDIP2
HMBS
MFSD2A
OVOL2
EMILIN3
ANKS1A
CARNS1
NPIPB11
CCDC146
SARS
ATAD3B
QARS
MRPS22
RGS11
ATG4D
SPCS2
CTSB
NPLOC4
EPHX4
SV2C
CDC37
IGLL1
SNX1
MMRN2
LINC01061
CYR61
CAPN3
STXBP1
PKDCC
IGSF1
OLFML3
SNRPA1
COX7A1
MLF2
TAS2R39
LOXL2
ADO
CDK5RAP2
GAREM1
PRPF8
NGRN
OSBPL5
LRRC32
PDP2
TMEM39B
MED23
EFHD1
KLF2
FAM133DP
RSRC1
DMPK
TMEM229B
AES
PLEKHH3
KDELC1
LOC100132831
GEM
DHRS11
BCL6B
ARSE
SIRT2
ECE1
NWD1
GTF2H2B
APBA3
PTPRH
NCOA3
TMEM88
EGFR
NBEAL2
KIT
HSPB1
MTHFD2
BCL3
ZBBX
C20orf96
MRPS30
JHY
PLEKHB1
CARD10
PFN1P2
MECOM
GRAMD1B
RRBP1
C11orf16
HKR1
SEC23B
ZNF384
IL10RA
FAM193B
RBP1
OSBPL6
MAPKAPK2
NCKIPSD
`FAM167A-AS1`
FAM168A
FRAT1
CNTN4
CHD8
ATXN2
ENPP5
HCN1
KLF12
ACSF3
PLCD1
SON
IP6K2
MYPOP
CCDC92
DMKN
FMN1
CAPN15
NOS3
`ARRDC1-AS1`
PPP2R5B
PCSK1
SPDEF
PDE10A
ABHD16A
DIRAS1
TBX2
SAR1B
DECR1
HTR5A
LCE3A
TCEA2
CLEC3B
LFNG
CIAPIN1
TXNRD2
CEP152
HIF3A
NOS2
AUH
SH3GLB2
RELT
NUP210
ASB2
ANKS6
ACTL10
ID3
MAN2B2
HERC6
TSC2
NAPA
TFEB
SAFB2
PRDM2
CYCS
ZNF366
SYCP2
PCNT
MIR100HG
ECEL1
DDHD2
KAZN
WASHC2C
LPXN
PCBP1
RASL11A
RPL3
FBN1
GPR137
`IQCH-AS1`
SNHG11
MLXIP
NUPL2
RGS1
UQCRC1
ITPKC
DIP2B
MYL9
PFKP
IFI35
NEU4
ADCYAP1
CARD14
KCNC4
SPHK1
SKIDA1
UBAP2L
HS3ST5
CC2D1B
OR13H1
SORT1
NR3C2
`ANP32A-IT1`
COX20
RABEP2
ARL5B
ZFHX2
KHDC1L
PIN4P1
CDK2AP2
MAPKAPK3
REEP2
GLTP
PHLDB1
HSD3B7
DDX18
CUL1
PSMC5
RARG
GLUL
AHCYL2
`TPT1-AS1`
TGM2
PKM
CBX7
PARP16
GOLGA2P11
RING1
EEFSEC
SLC45A4
PCDHB16
TPD52L1
ANXA4
SEC14L1P1
SLC5A11
NPC1
TNFRSF10A
LGI2
USP40
SEMA4G
CD82
HM13
FAM167B
USP33
THAP11
KREMEN1
HS6ST1
PWP2
RNF220
WNT3
PCBP2
EMCN
PEX16
OLFM2
HPS1
FAM69B
AURKB
SLC6A13
RPGR
HPR
MPL
TOP3B
TPCN1
LRRC63
HOXD1
MICA
`PDXDC2P-NPIPB14P`
SEPT7P2
ATPAF2
CLEC4A
SPAG9
ADAM22
PNMA3
ANXA6
MFAP3L
DFFA
STX16
ZACN
DUSP5
CABP1
CDC20
HSD11B1
VWF
ADIPOR2
ARMC6
RGS12
ATP5MC2
IDH3A
SERTAD3
SPTAN1
PRMT3
SSUH2
FOXQ1
TBC1D8
NAP1L4
`HLA-E`
RADIL
ARG2
GUCY1A2
MCOLN1
CD320
NDUFV1
APLP1
ZBTB4
GHRLOS
HTRA1
AMPD3
NEU3
TMEM145
SLC31A1
KIAA0355
PITPNA
MAN1C1
FAM213A
PAQR8
TIAM2
ENPP7P13
AHSA1
LINC01260
GGT8P
PROX1
QDPR
CCDC9B
JPT2
JARID2
TMC6
GATAD2B
PIDD1
PKD1
SCAMP4
`ANKRD20A4-ANKRD20A20P`
ARC
HHATL
SPECC1L
TPRA1
RGCC
ZSWIM4
PHF8
LRP5
RGMA
ETV6
CA2
ZNF333
SNAPIN
COL6A2
CEACAM19
ZKSCAN7
KLF15
ID1
SEC13
BHLHE41
FAHD2B
DAPK1
ERMP1
TRIP4
SCRIB
TJAP1
KBTBD12
ATAD2
DNAJB1
CSDE1
ST6GALNAC4
LCOR
USP19
ACTR1B
FAT1
MATK
SLC16A7
FOXRED1
CEP85L
SLC35C2
HDAC5
SNN
C5orf58
NECAB3
PRH2
STEAP1B
CD9
NDP
EPB41
MRPL11
PHYKPL
LSS
SLCO2A1
`HLA-B`
MTHFR
CD274
METTL24
SETD1B
ACOX2
GRIP2
PLK3
PHACTR4
ZNF641
ARAF
LMO2
LRP1
NREP
POMT2
MCF2
MUC20
CAMKK2
MID1IP1
GCSHP3
`SRP14-AS1`
PASK
MICB
FGF9
BRINP1
MEPCE
ANGPTL2
ECSIT
DPP7
DIS3L2
SLC39A14
PPP1R14B
TMEM255A
PPP4C
CIT
TAF3
FLYWCH1
CD276
ETHE1
GPR37L1
ABTB1
`TBX2-AS1`
RAI1
NDUFV2
NDUFS7
CDCA3
TGM1
ZNF668
CD40
SLC49A3
MAATS1
NOP2
CARD9
ASNA1
NFATC2IP
NUDC
TLR5
PRIM1
FMO2
PLXNB1
PLXNA2
SIPA1L3
MMP15
LHB
MROH7
TAF2
SSFA2
RUSC2
GPS2
CHD4
B3GNT6
SMOC2
MYO18A
SOX12
PGM1
`KRTAP5-11`
TF
SCN2B
CSKMT
NR4A1
VEZF1
ZKSCAN5
PLAGL1
GOLGA8IP
SMARCC2
POLL
NR2C1
EFNA5
BBS1
GNAS
MKLN1
INO80E
FAM214A
SOHLH1
KIAA0895L
PLEKHA7
CLGN
TMEM35A
DNAJC11
KIAA2013
HBB
GOLGA7
USP16
BTN3A3
TCF7
TMBIM4
HERC2P9
FAHD2A
POLD4
PRR22
SCAMP2
TBXAS1
PLEKHF1
CRNDE
PLPP2
LGMN
SACM1L
CDK13
PI4K2A
MRPL16
C3orf18
P2RX6P
RARRES2
TMEM127
ARF6
KIAA1107
TIMM44
ZCCHC4
MTCL1
TBCK
FAAP20
LOC284009
RALGAPA2
ADCY4
MCRS1
IFI27
ST3GAL3
`PKD1P6-NPIPP1`
SORBS1
DPH7
ERAL1
RELA
SAT2
TMEM41A
BAHCC1
ZNRD1
JOSD2
TUBGCP4
MBD6
GNRH1
SPNS1
SPG21
URGCP
GAL
MAFF
TTI2
STK35
ARSG
CLK2P1
GTPBP2
DHX8
HECTD3
RNPEP
DAZAP1
CKM
HEXIM1
DHRSX
B4GALT6
C11orf68
ZSCAN32
TSTD3
DLX1
FCHO2
H3F3B
TSPO
ITGB5
GABRD
POP5
TTYH2
ESPN
RBBP9
GLCCI1
POLDIP3
STAU2
NRBP2
CHD9
SRPK3
INTS13
COL9A2
DHX34
TMEM255B
WNK2
LINC01578
SLC35D2
MSANTD2
TMEM201
CNPY4
LAYN
LOC100133331
PLXDC1
LRRC75B
PCDHB4
NUDT8
CLUAP1
NFAT5
DACT2
`MCF2L-AS1`
ELAVL3
EIF4A3
TRAF7
AIFM1
KIAA0100
AAR2
`KRTAP10-3`
LDB1
TMEM40
ATP9B
`MNX1-AS1`
RHOBTB1
ZSCAN31
PPIE
FBXL6
CACNB4
ZBTB39
`UBL7-AS1`
CRYGA
EIF2D
UNC119B
NDUFB9
GOT1
NUBP1
HCN3
KMT2B
HDAC1
C1orf94
ASPRV1
TBC1D20
STRN
PWARSN
THBS3
PLA2G5
SNX33
MOGAT2
CCNQ
ERICH5
PPP2R1A
IFNGR1
AFG3L1P
GJC2
FLII
NUP160
ATP10A
APBB3
SRXN1
MBD2
CACNA2D2
PPFIA4
RAB24
`NKX6-3`
OR52K2
BLVRA
MAT2B
DCTN1
HOMER3
GZF1
GABARAPL2
PARP12
NSMCE1
KLC4
CIB3
ARHGEF17
NUP54
LOXHD1
SEPT4
PTK2
UBAP1L
AMIGO1
LMF2
MAGEL2
ORAI1
CTSF
TBL3
CD163L1
THEM6
SCX
PTGIS
RND2
CRYGS
DDX39A
CXorf36
CCDC177
GOLGA2P5
MYO1D
MAX
TMEM192
CCDC93
PIP5KL1
MOGS
ARL2
ICAM2
GNG11
PI4KB
PCCB
COPS5
NF2
RBM10
SLC7A10
GCAT
ZIC1
NEURL2
CHST7
LOC100131289
SAP30L
CD248
IER5
ADORA1
`NKX2-2`
RCC2
TBC1D25
TMCO6
PLCXD1
PSMC4
SH2B1
LRRC37A4P
ELOVL1
ACAA1
PIM1
TMEM14A
TSEN15
PLLP
TRIM8
OXNAD1
IDH2
IGFBP7
PIGS
CCL21
TNRC6A
MRNIP
IFITM2
AASDH
SMCR8
NEAT1
SLC44A1
CHST12
PIEZO1
PNPLA2
OR2L13
GIT2
VPS13C
ZBTB8OS
CENPO
SAAL1
FUNDC2P2
ZBTB26
TPGS2
EFCAB14
PPFIBP2
LOC100507507
GTF2A2
`KRTAP5-7`
AGO2
DNASE2
C14orf177
SFTPA1
FGF8
MGAT4C
IFI6
DBNDD1
GPR161
ARHGAP39
HAGLR
AKR7A3
SIK2
GPRC5B
GPN1
LYPD6
IL7R
MINDY1
PPIEL
PHC1
IFITM10
MRRF
ZNF584
LOC220729
MYH9
GJB1
NXF1
MANBAL
ATP6V0E1
PRKCSH
WDR90
MUTYH
RHOF
HAPLN2
EIF2AK3
BCL2L2
SAP30
MAGI1
SMARCB1
PIN1P1
PIKFYVE
ARNTL
NME9
NTN4
CAMTA1
CIZ1
WNK3
PIP
NOVA1
CNST
MAP1B
HIPK1
ARPIN
ELN
MAF1
WSB1
TESC
IGFLR1
IFT46
KPNA6
CNDP1
PCP4L1
NINJ1
`HLA-DQB1`
TP53INP2
TACC1
MYOG
PLCXD2
USP2
HCFC1
TMX1
NCDN
MOB3A
NINJ2
TMEM216
TAX1BP1
LYPLA1
DVL2
RFESD
SRPK1
C5orf51
SLC7A5
FBXW4P1
XPO6
ECH1
FAM120C
CEP192
USP54
KITLG
WDR61
IGSF8
PPIC
CRYAB
PICK1
COLQ
ACSS2
CYP2U1
DPT
FKBP5
PRR5L
TMEM60
INO80D
KIF13B
HELQ
C6orf136
C5orf56
AIMP1
SYMPK
EDC4
PCDHB7
ST3GAL1
WFDC10A
GYG2
HTT
RBMS3
`HLA-DOB`
NAA20
DLC1
ZNF664
C14orf144
PRKCH
PNKP
SNORA70
SLAMF8
SNX21
CWC22
MBTD1
PRELID2
ANXA2P1
NFYC
NOSTRIN
CELF2
MAG
AMER1
ADAMTS2
HSPA1A
SLC20A1
DDIT3
RPS7P5
S100B
B3GNT9
TMEM30B
COMP
TRANK1
ANKRD16
HIST1H4F
POLRMT
C12orf10
LINC01137
PEBP4
RNF44
GPAT4
ZFYVE26
NOB1
SEMA4B
MPDZ
MTHFSD
THBS4
VPS8
TBC1D4
PLCE1
PRELID1
INPP5B
TRAP1
NCAPD2
PRMT1
CDC123
RAPGEFL1
DHX16
SLC10A3
ZADH2
CPQ
MAP4K2
MTMR2
ZBTB21
IFITM1
NOC2L
WIF1
NONO
SRGN
ARMCX6
MTIF2
TOB1
`RASSF8-AS1`
PIGB
SRRM3
PARP9
ILF2
LOC100128288
TIE1
CLP1
STON1
IRF2
RNF125
ANKRD2
HCRT
FNDC10
C14orf93
POU6F2
ZBTB7A
RHOQ
EIF4G2
EFNA3
SFR1
PRX
CCNT1
CBLN2
PLEKHM1
LCA5
DTNA
HABP4
ERCC4
SAE1
SLC16A13
GTF2IP20
REEP6
SLC1A2
SLC9A1
SMCO3
`HLA-DRB1`
POU2AF1
HYDIN2
ATP1B1
ASAP3
LCNL1
CDHR2
RNF208
DPP3
A2M
DNMT1
OR2H2
ZZEF1
EIF4G1
ANO7
LOC105373876
C2orf54
HMGB2
OAS3
SLC25A4
CLDN5
ATP6V1F
TUFM
WWOX
ZNF444
`TRAM2-AS1`
KANSL2
PLIN3
POU3F2
RNF13
SF3A1
NES
NKG7
FASTKD1
FZD6
SHPRH
NOM1
RHOB
KBTBD4
CLEC11A
EIF2B2
PLEKHO1
ADAMTS4
STXBP6
ICA1
ST3GAL2
SART3
PLS3
ABCD4
SPP1
FBRS
SLC38A5
PCSK1N
PCNA
SUMO1P1
TULP4
PER1
ZNF653
FLJ42393
OTUD7A
ZNF574
NRDC
CCDC57
SQSTM1
TBX1
PLEKHH1
HNF1A
SPACA6
MAPK12
CHST4
C1orf43
PRDX3
KLF9
RFX5
ACER3
SRARP
TSPAN1
ATG3
NR2E1
WBP2
PAN2
TSNAXIP1
DOCK6
ZNF195
STH
ZFAT
CFL2
NAA40
MOG
GALNT12
CHKA
C12orf54
ABCA2
MBOAT1
CDR2
SETBP1
NUDT5
CYP3A5
SEPT12
EGR2
GRHPR
CST3
CTDNEP1
IGDCC4
C3orf62
TSSC4
DOT1L
CDK12
SUPT16H
VDAC3
CNOT10
DEPTOR
COMMD9
CTNNAL1
SLC35C1
ACOT11
PSMD6
SLC31A2
`KRTAP5-2`
CEACAM20
FAXDC2
GPX1
SLC5A4
PLEKHG4B
GAS8
MAP3K9
ENPP6
TRAF3IP2
RHOG
ZC3HC1
PMS2
COL9A3
SOD3
KANSL3
EHD2
ADAM17
ARFGAP2
CGRRF1
HYKK
TNFRSF25
BTBD2
DHRS4L1
MAP9
RHOV
`NKX6-1`
UCKL1
ENDOU
TKT
VPS53
SLC38A3
SMTN
SERPINA3
UNK
NANS
MYOM1
DCAF12L2
DTNB
MTR
ZBTB47
NINL
GALNT6
FAM86HP
CYFIP1
SDHB
ZSCAN29
RAPGEF3
SH2B2
TCOF1
STK38
OSBPL1A
IGIP
NDE1
ARHGEF18
TFE3
MAVS
CTRB2
SDS
CLCN1
AATK
LPAR5
USP28
LAMTOR1
ZNF396
ATP6AP1L
INTS10
COQ5
PATZ1
ZNF3
SLC25A25
SAMD1
DDX11L2
PRR16
MMP19
PDZD11
GCSH
TNFRSF12A
DGKD
LTBR
TIGD4
PRPSAP1
SORL1
COX15
SUSD2
RASGRP2
LOC100419583
FOSL2
EHMT2
SLFN5
SF1
ACTA2
NDST2
IL6ST
RBPMS2
ILDR1
`RAP2C-AS1`
TPD52L2
FZD4
ANKRD34C
BCAS4
ZMAT3
ATXN2L
SYT12
MCM5
VSTM4
KIFC2
POLR2A
WASHC1
KCNV2
`BIN3-IT1`
SERGEF
DNAAF5
ANP32B
FAM234A
PHF21B
CCNB1IP1
PEX6
NFKBIZ
AP5Z1
ATF4
SPRED2
BTN3A2
HEXDC
KDM5D
NCEH1
LOC100507487
WASF3
PPP1R12C
HOXD9
OR7E2P
FGF18
LYPD2
NASP
ROGDI
SCTR
UBIAD1
BTAF1
ZFYVE21
PLAC8L1
IMPDH1
AMMECR1L
MYL12A
`KRTAP23-1`
HIST2H2BE
ST3GAL6
ANKRD24
PQLC3
CWC25
TMEM69
L1CAM
SPTBN4
ST13P4
NAGS
`HLA-L`
ALKBH8
MTFP1
GTF3C5
SMOX
MYOM2
