RNU12
GSTK1
FAM57B
NRL
TMEM231
ZNF879
UBQLN1
RUFY1
PATJ
GTF2IRD1P1
`KRTAP8-1`
SV2A
NELFA
ESAM
C4orf33
HAR1A
DNAJB1
RPGR
TANGO2
F11R
C10orf143
DNER
AGL
CFAP61
SIAE
SLC7A6
SMDT1
RAB11B
SMPDL3A
FZD6
MTMR4
ATP5MC3
RASL10B
PCAT6
ITIH5
HRH3
CNTNAP3B
AQP6
`HHIP-AS1`
SLC25A16
CLCN2
THSD1
AK8
CD320
ABCD2
AFAP1L1
EMILIN2
RBM18
TRMT61B
NPAT
CCM2L
ARMCX6
CLCN6
NSF
MYO1E
METAP2
EXOSC2
SECISBP2
SPIRE2
HSPB9
TBC1D8
FAM110B
`HLA-A`
HLTF
PPP1R3B
SPOCK2
`HLA-H`
POPDC2
MAGED2
INPP5A
DAB2IP
ABCG4
PTPN12
PERP
`HLA-E`
SLC4A8
WDPCP
HDAC1
BNIP3
LOC727896
`NDUFA6-AS1`
LOC105370333
`ASAP1-IT2`
STK35
MCMBP
ARMCX5
THBS4
SDHAF2
FZD4
ZKSCAN4
HSPB2
FIZ1
EFR3A
CAV1
RELL1
NPNT
ZSCAN20
CEP85L
EPS8L2
GTF3C2
OXCT2
ATP5F1C
HOMER3
PCDH11X
PIP5K1A
ASTE1
SEMA4G
YARS
WWC2
RARG
DLC1
KCNH6
ICAM2
AVIL
DDX11
CCDC88C
ACP6
DUS3L
CNTN5
OSBPL2
MBD6
CTAGE9
LOC105372990
CCDC152
SLC5A4
PELI2
NCAPG2
GSAP
KIAA1841
PACSIN3
NOB1
CDC42SE1
CAMKMT
SAXO2
TMEM11
URGCP
BBIP1
FAM220A
ADCY8
ZFYVE27
MAOB
TAS2R10
COG4
ERO1B
MRPS11
RARRES1
FREM1
RERGL
JDP2
AXIN1
SH3BGRL
HSD3B7
SLC6A6
FRZB
ANKRD29
DUSP15
SLC10A7
OCLN
F13A1
BTN2A2
PIAS2
ATP1B3
ZFP28
GPRASP1
PMS2P1
MFNG
USP53
ACE
CDPF1
TAL2
KLKB1
CCDC130
COMMD8
ZNF260
CD19
CCDC80
SENP7
RANBP17
LINC01003
LINC01596
FAM182B
RCC2
CHRNA6
PANK1
LRPAP1
XIRP1
SPINK2
POLR2C
EDC4
EIF4E2
FBLL1
UBE4B
EPB41L5
C19orf66
RGS5
GCC1
PIF1
LINC01481
PKM
DHX57
SLC35A4
LGI2
IL15RA
ZNF812P
IZUMO1R
ARHGEF17
MPIG6B
SLC25A3
STMN2
AKAP12
NTNG1
LOC284454
HPS1
TANC1
TNFRSF10B
IMPDH1
TRIM13
PPP3CC
SHQ1
RCOR3
DOPEY2
RPL6
MIPOL1
SYNE4
CD99L2
THG1L
PPP1R42
BCAS4
ARHGEF33
DGKD
SPG21
DUS1L
SLCO3A1
DIO3
USP18
SERTAD3
BHLHE22
`ST3GAL6-AS1`
SOX7
PCSK2
MEG8
TSPYL5
TRIM37
GNG7
NRP2
B2M
ZNF280B
CHRD
TMEM182
NUDT22
WTAP
SCARA3
E2F4
DIS3
TUBA1C
SUPT3H
OPA3
KCTD3
VSIG8
RAPGEF6
LINC01783
FLT1
CHCHD2
ZNF426
BBS9
TUBGCP5
CNTLN
COL8A1
ROBO4
ECSCR
NRF1
TMEM80
SUGCT
ACLY
MORC2
NOC2L
ARL2
CELF2
DGCR2
SMCO4
ZWINT
PAQR9
ECM2
STRADA
MTUS2
OSBPL6
LIN37
GADD45G
RGS8
FAM186B
PEX26
DEF6
TIMM9
EIF4E1B
TEX10
ITPRIPL1
RELT
NSMCE3
GRIK1
SLC43A1
APOLD1
BRAT1
ORMDL1
ZNF133
PSMA3
XXYLT1
CHRNA3
TBK1
NFS1
DSCR9
IFITM1
VAMP1
SLC39A13
BRD9
MIS18A
TFR2
SPATA32
GARS
GIT2
CYSLTR1
MACO1
PDZD11
EIF3D
CLGN
GPER1
GGT8P
ATP1B1
GINS3
CD59
JAGN1
ZNF699
SYT15
PLEKHM1
NXPE3
SLC5A6
ASTN2
CERK
ADK
ADAT3
SLC25A12
SRRM3
SP100
CLIP1
ANXA2P1
SPTAN1
PCDHGA7
TMEM167B
TFE3
SPRY3
SLC44A5
QDPR
FEN1
WASHC2C
POU3F1
STK36
CLMP
COX4I2
MAEA
ZNF165
TRIM39
PLPP6
ZNF268
BSG
GGPS1
LOC101927278
OMG
RBP2
ESRRG
PEX3
TLDC1
ZNF555
FER1L4
TMTC1
MKRN1
BORCS6
KIT
FAM35BP
NAGS
DCXR
ARHGAP19
CBX4
CCDC142
PRO1804
MAATS1
RBKS
USPL1
AASS
ARPC1B
VWDE
RELN
LRIG3
SEPT6
APOL3
CD3EAP
NAB2
TMEM97
SDF4
KDM4B
ZNF614
STMN3
PTPN23
ELP4
STXBP1
COX19
MTMR6
RRM2B
MGST3
NUB1
KIF16B
NFYC
TAF7
SLC25A5
LOC389895
WWP2
ITGA6
ACO2
GAPDH
ANKRD49
PLBD2
LAMC1
LMCD1
ADCY4
RPS6KA6
GDF10
FARP2
CALM2
MRPL34
GAS2
MAP3K20
AIM2
PDCD4
C1orf112
MUL1
PSMG4
PHF12
DPT
GALNT16
FAM86HP
LOC100132057
`CBR3-AS1`
MAP9
C18orf21
TLR6
PPP2CB
BARD1
PPP1R18
SETD4
SMIM10
CASC3
TMEM216
ZNFX1
SLC1A7
MINPP1
PAPOLG
PSMB8
SLC50A1
PAWR
SMPD3
INPP5E
RASSF3
FAM198A
SUGT1
ENTPD3
PLA2R1
TRANK1
LINC00680
CNOT10
OCIAD2
VIPR2
CCDC66
ANO8
VSX1
CHST10
ZZEF1
RAMP3
JMJD8
MTMR11
VENTX
PMEPA1
CSRP2
FANCM
RPL28
LAMA4
METTL3
FAM83E
LMOD1
CENPP
KRBOX1
POMP
CRK
ASB8
STK39
SINHCAF
`HLA-G`
RET
RBL1
HCFC2
TMEM237
CEP135
CCZ1B
TRPC1
CYTH1
SERGEF
SAR1B
LOC728743
CENPM
CACNB4
PLA1A
TRIP11
LEPR
CPLX1
VASH2
XPOT
ACSM2A
ERICH2
`THAP7-AS1`
PSMG2
ANKH
MEX3B
ZNF618
NOP53
ITPKC
HLCS
PECAM1
HEG1
RP9P
BTG1
CHFR
VDAC2
ABHD6
MYCL
FHIT
DNPEP
NCEH1
DCAF10
PDHB
PDE5A
DCAF1
GLS2
TIGD5
ZFP90
SLC47A1
MAD2L1BP
BBS7
FASTK
SMURF2
ASCC3
FBXO15
ARHGAP27
ZFP82
TRAP1
NXF3
ULK1
CATSPERE
MALT1
BCORP1
MYLK4
RIPPLY2
NES
RNF215
SOX6
TMEM191A
PPP6R3
C1orf210
`ST7-AS1`
SDCBP
OR4K2
TIE1
MCM3
SPG11
NPAP1
COX6A1
MUC1
EEF2K
PDLIM2
STS
TAP1
PROX1
RAC3
NDUFS4
ATP7A
STRN3
`PARD6G-AS1`
`CDIPT-AS1`
FARSB
PXN
AP5Z1
CRSP8P
SLC9A1
PTTG1
OR5L2
CCDC97
PPP2R1A
FANCE
EIF5A
ABCA5
ZSCAN23
GOLPH3
ECE1
CCT6A
FER
CRISPLD1
MAP2K4
SLC38A6
PDE4DIPP1
TTC9
KCNMB2
ROPN1L
DHRS3
SGO2
ACOT7
RWDD1
CFH
TFPI
RPL26L1
DDX56
KDELC1
SLITRK3
PLCD4
RECK
MRPL12
PCP4
NUDT17
UBTD1
NEMP2
P2RX4
POMC
RFESD
GGT5
ITPR2
PITPNA
BAG1
`ADARB2-AS1`
STK26
DEGS2
VAV3
RWDD2B
KAAG1
TEX13B
LOC100506125
PPP1R14B
ZNF394
FAM155B
CPXM2
MSRB3
NUP35
HERPUD1
CLVS1
GPR85
MDH1
F10
PSMB4
CEBPZ
KLF12
SMARCA1
RNF157
EID2
NSMAF
PUS7
SUSD4
MRPL48
MRPS35
SLC24A3
SCX
`KRTAP5-2`
MRPS12
TUBB3
CACNG6
BEX3
PPIC
MANBA
RPP38
PYGO1
PPT2
FOSL2
IDH3G
TCEANC
ZNF565
SETMAR
GPAT2
VAV2
CNTNAP1
TMEM67
LOC652276
PPIAL4G
BTG3
IMPA1
ESF1
CENPX
SWT1
DPY19L2P1
DACT2
NAALAD2
TBC1D27P
SULT2B1
ACVRL1
TRADD
FZD10
EIF4A3
HAUS4
INA
QTRT2
COPB1
CDS1
NDUFA2
DOK7
PAG1
CTPS2
RSBN1L
RUNX2
B3GALT1
DENND4B
CD27
SLC7A5
NAT9
PCP4L1
PSMC5
MTHFD2
ZNF287
COPZ1
NAPA
MTFR1L
NEDD4
UXS1
ATP5PO
IFNLR1
CFAP97
TMX4
JUNB
TMEM132C
TFDP1
ATP2A2
CHST11
NDUFA6
RSPH14
PNOC
ACVR1C
NHLRC2
PRICKLE1
UQCRQ
EMP1
CTTN
ATP6V1G2
`BOLA2-SMG1P6`
EDEM1
FLI1
DLX2
DIABLO
SGF29
LBX2
ATP6V1G1
QRFPR
KLF2
CARD6
PPP4C
AMER1
ARID3B
TRMT10C
ANKRD2
ATP10A
SLC3A2
TMEM201
GAN
GPATCH2
UGDH
VSIG10
`B3GALT5-AS1`
RBPMS
PLAC8L1
CNBP
ANXA3
FSCN2
SCARF2
EOGT
PER3
ATG2B
TAS2R20
GPR4
LOC102724156
CD34
MRPS25
SLC35G5
MAMLD1
ZNF91
CMC2
SPHK2
KLHDC10
GOLT1A
DNAH14
BTBD18
PDHA1
PRDM6
NEURL2
BNIP1
ZNF711
DCLK1
TOMM40
S100A14
PFKFB4
SLC17A5
PTPRM
FRAT2
NDRG4
SLC25A28
PIM1
RALGPS1
SRRT
PAXBP1
CCDC138
CD276
LOC102606465
KIF4B
ABCD4
KDM4C
HCN4
AASDHPPT
FOXF1
HEYL
HIPK1
NOP2
ZBTB40
ELOVL7
PNPO
FAAH
INO80E
NEK1
HMX1
VWA8
ZNF30
ZNF527
ZNF366
ERAP2
ZSWIM4
CDK13
HNRNPF
KAT6B
`FAM167A-AS1`
SRSF8
NEXN
POR
ARV1
ZNF540
RPEL1
TIMM22
XPO4
ESM1
SEC14L1P1
PHC2
CA2
CCDC134
SLC35E4
SIPA1L3
CDKL4
MRPL11
POFUT2
EYA1
TSPAN8
SNHG17
NAA60
CKM
EDN3
NRIP2
RAB6A
SPHKAP
EBNA1BP2
TLE6
GGT6
TTC31
SCN4B
OGFOD2
LRRC26
SMIM10L2B
COPZ2
TRPT1
EMX1
SEZ6
KPTN
LRP2BP
ZNF605
POLR3G
FAM173B
CHORDC1
ZC3HC1
EIF3M
PPHLN1
MSMP
RBMS3
EVA1C
NFKBIZ
THSD4
SP140L
UQCRC1
MECR
ABHD17B
P3H3
TUG1
LSR
PANX3
MPC2
C12orf54
CD209
FAR2
UNC119B
THEM6
APBA3
RPS13
MPP1
OR2L13
PRDM5
SEC14L1
AIP
LHFPL6
TRPC3
GBP2
COTL1
SLFN5
ZFPM2
CYP3A43
CBX3
TBC1D2B
TTLL4
UQCR11
ANXA2
TMEM69
BAAT
ABHD3
CDHR1
ASB1
MED25
LSMEM1
B4GALT1
CAMK2B
DEDD
LOC100131289
ARHGAP44
LYRM9
SPATA5L1
SCTR
ZNF653
FAM21EP
SIM2
MYO16
ENTPD4
MROH8
TP53AIP1
ID1
TMEM14B
MNT
USP35
ITGA7
ACTR3C
EMB
TMCC2
CASP10
SNX32
INTS4P1
RPL10A
CLCA4
PROCR
AOC2
CKMT2
SPATA18
DCPS
REL
CADPS
PRKCI
ZKSCAN7
CCL21
GOLGA2P5
ERGIC1
OLFML2A
SLC30A1
CASP7
DAAM1
BPNT1
NDUFA4
DNASE2
VARS
`SERTAD4-AS1`
GDF15
CCDC74B
MYBL1
COX6C
ATXN7L1
ZNF700
ZNF18
TSPAN3
DNAJC28
SEPHS1
PCDHGC4
CELA2B
TBC1D31
CHAD
CCR10
DYNLRB2
BCAT1
AP1S2
ALG5
CGN
CUL1
SMARCD1
LIPT2
NSMCE2
MECOM
DAP3
RPL31P11
ZNF554
ZNF362
CEP97
KNSTRN
OAZ1
FCHO2
UEVLD
FGD6
ZNF441
COX6B1
GAL3ST4
SF3B1
H2AFY2
PVR
TEK
CIAO1
USP47
CCER2
LRRC40
SMARCAD1
SACS
CNTNAP5
FAM69B
CCDC146
TRMT10A
CES2
OR2AK2
PCNX4
NR3C2
CHRAC1
TMED3
ATP6V1D
ENG
IFT81
CRY1
ROMO1
MATK
FAM110D
SAYSD1
KCNK10
FNDC3A
LBR
SNX19
LDLRAP1
HACD3
GBE1
GREB1
EIF2D
DNAJC11
TM6SF2
COL22A1
AAK1
ANKRD54
CIART
PRDX2
PLEKHH2
RCL1
PLEKHF1
HDAC3
TBC1D30
MRPS36
ZNF791
RPS29
GGT3P
ACAN
MDH1B
CROCCP2
PHF21B
ZNF641
PTPRB
MLLT1
CD2
PLCXD1
ZBTB11
ATXN7
MYO1C
RNF220
ARFGEF2
KCNN1
MRNIP
FN1
ZNF684
ZDHHC17
SLC22A3
COL19A1
ZC3H12C
ERC1
MCM2
ZBED5
PRKD1
DYM
MLPH
GLOD4
REEP2
FOSL1
LRRC39
CLEC2L
MCC
FAM135B
CDK5RAP2
INSR
COX7A2L
FAM86EP
HNRNPD
IRF2BP1
SNED1
CKAP2
MGRN1
SYT2
PLCXD2
TRPV3
LINC00632
OAS3
LHX1
BEX2
GEMIN8
TPR
CCNE2
RASGRP2
MMP15
ABHD17A
HEXIM2
C5orf24
UBN1
CARD19
GEMIN6
BRD3OS
TMTC3
MYH14
ZMAT4
ADCY5
ZNF766
CACTIN
C6orf120
GPR108
MFF
COX17
NME6
MAGEL2
NUP188
ARFIP1
ZNF385A
LEMD3
LYPLA1
GK3P
GRK3
MRPL21
DHX34
NAA38
KLHL3
G6PD
PPP1R16A
TTC30A
LINS1
MINDY1
KIAA0895L
CAST
SEL1L3
RBM23
APCDD1L
SERPINH1
IL17RC
B3GNTL1
HSD11B1
PLAGL1
RAB6D
FRMD4A
RUNDC3B
RPL8
XPR1
ABCA9
DYRK3
ZNF317
PGD
UPP1
PYY2
NHSL1
FXYD5
CASC2
ZNF630
ABCB9
CNNM1
ADCY9
TMSB4Y
MED14OS
PHKA1
ST6GALNAC4
OR2AG2
ARL5B
PLEKHA8
MLST8
CMPK1
SLC24A2
MIEN1
OTULIN
TRIP4
GNPDA2
`MCPH1-AS1`
`THAP9-AS1`
CLEC14A
COX7B
TSPAN9
ARL2BP
L1CAM
JMJD6
RTP4
CCDC88A
GORASP1
SPATA13
OR7E91P
LSS
PRPF31
CACNA2D2
DLG1
DNAJB4
RNF152
PATL1
ZNF93
P4HA2
CAVIN4
NF2
HDGFL2
FKBPL
HIST4H4
MTA2
SYT3
FKBP7
SFXN1
NDUFA4L2
FGF13
LIN7B
SRP68
SEMA6A
TYW3
GPX5
GPAT4
DENND1B
ZNF10
PLEKHB2
HPS5
SIGLEC15
NDN
ZNF283
SLIRP
KRT9
MRPL16
ZBTB34
KLF4
RELL2
ATF3
ACTR1A
ZNF16
NYAP2
LMBR1
ANKS1A
PRKAR2A
MRPL52
TCTEX1D1
FAM217B
ABHD12
ARSB
C19orf44
BTF3
MYO1B
RAB40A
DYNLL2
CMKLR1
SLC38A2
ITPK1
TRIM2
FRK
NR1D1
UBE2J1
NLGN2
RIOX1
HAPLN1
DNM3
GNG11
RBM12B
STK31
SULF1
OGFOD3
LRRC75B
SYNE1
CASP2
MAML1
TSPAN2
FADS6
LINC01607
SLC34A3
CCDC120
BID
DNAJB13
HOXD8
TBCE
UBR7
RAF1
ELN
CXCL2
RAD17
FAM184B
S1PR2
DHX40
RTCA
POLA1
DYNLT3
RETREG3
FOXC1
SFN
PROSER2
ATP11A
CDR2
WDR70
SDCCAG3
ZNF616
ASIP
CLEC3B
FBXO31
C6orf47
LOC100130331
IRF9
CYP2U1
ACTR3B
LOC728024
CCHCR1
HECTD1
ASPSCR1
REEP1
RFC2
GFRA1
MOSPD3
PLAGL2
SDHC
ARL8A
FADD
PCP2
RPA3
YWHAQ
EID1
CA7
KANK3
GRK2
ANAPC13
AVP
BDH1
PLN
CRLF2
POLR1E
GUCA2B
ZNF154
TRAF3IP1
DEPDC5
ALG8
BCL2L13
EPB41L1
ARHGAP36
ZNF175
OCRL
NPR3
WHAMMP3
TMEM109
PNMA3
WIPI1
FXR1
LRP5
PRCP
RABEP2
NDUFB10
TMEM186
IMMP2L
MIA2
PLEKHM2
ZDHHC6
LEMD2
KDSR
SCAF11
ZFP62
CCDC58
BORCS8
`BIN3-IT1`
NDUFB11
APOL2
WNT5A
MED16
STAR
CRABP1
NAA16
OPN4
ZNF221
DNAJC13
MAP3K14
SSR2
CFL1
IDH1
EPRS
MOCS3
ZNF471
RPL23
PHF8
HSD17B14
RENBP
CEP19
ACADL
ARG2
SPTBN5
ASAH1
YTHDF1
SMAD6
ITPR3
FGD4
SLC22A4
RAB15
RNF128
IP6K2
LINC01105
EIF2AK4
B3GLCT
NCAN
IQCE
ZIK1
PLK3
CLTC
NUP62
HINT1
CAPZA1
TRAF5
ALKBH6
NDUFB2
PAIP1
DENND2C
OR2A2
ELK3
RORA
C9orf116
ZMAT3
PAN2
BCO2
NKIRAS1
`FLVCR1-AS1`
TTYH3
PHKA2
CEP95
TXNDC9
NUP107
NXPH1
NPL
DCAF17
FAM222B
SMPX
CASC1
FGD1
OR10H5
AK2
SLC30A9
C12orf10
THAP10
ARHGAP24
CHURC1
PDE4DIP
DSTN
TNKS
ZDHHC15
AP2A1
TPRKB
FH
TMEM255A
RFT1
LYL1
ADCYAP1
ZNF45
SMA5
TNNI3
TAF12
OXA1L
TGFBR1
MEIS3P1
LZTS1
ACAP2
LOC100132249
GPR19
METRNL
UBC
LRRC34
UQCRHL
`KRTAP5-11`
CAMSAP3
LOC728715
VANGL1
RNF115
S100A11
IVNS1ABP
POTEF
LSM12
GLYCTK
PLP2
LINC01260
KLK6
PTGIS
ABCA6
USP6NL
ZSWIM1
HDGF
HCLS1
C4orf3
NARS
CNOT4
RNF219
RCCD1
`HLA-B`
SOAT1
TAL1
PDE9A
HMCES
`ERVK13-1`
OR5H1
PPP1R12C
SRSF3
ZNF502
ANKHD1
SLC9A3R2
ANGPTL2
MCF2
ZNRD1ASP
TUNAR
PHKG2
GZMM
PLEKHA6
C19orf24
CSNK1G1
IER2
SLC2A6
ADAM20
ETS1
RGS9BP
`ASAP1-IT1`
PPM1E
EPCAM
TRIM46
KLHL13
PTPRS
TOR4A
CHST12
AGGF1
HIPK3
CDCA3
UIMC1
MYL12A
MRPL23
VIPAS39
FAM196A
PTPDC1
EVPLL
UNC119
MLH1
RSC1A1
IQSEC3
CRYGD
MAP3K9
TBC1D17
RIN3
ATP11C
APOO
`GSN-AS1`
BEND6
PABPC1L
FKBP9P1
URB1
GAD2
KBTBD12
ZNF254
FGF7
DUS2
EFHC1
KCNIP2
GDPD5
SEC61B
MLLT3
SPDEF
TKT
`KRTAP4-12`
RNPEP
AKT1
SZRD1
RBM4B
FAM126B
MS4A4A
ZBTB6
PDHX
CCDC96
AHCY
ANXA5
MPLKIP
FAM13B
ELFN1
C9orf64
UCKL1
IKZF2
CD2AP
LETM1
AQP5
PPP6C
KLHDC8A
BET1
TRIM32
ARHGAP10
NDUFA7
CLINT1
ZDHHC5
STK17A
PSPC1
HDAC4
ATP6V0B
AOC3
ATF6B
HSPBP1
TLK1
KIF23
RPL13
SLC25A4
CNPY2
USHBP1
TTC39C
ASNSP1
TMEM267
SRGN
TJP1
TTC39B
ISX
`BAALC-AS2`
`PSMA3-AS1`
FOXE3
LOC285074
FNDC4
SFRP1
ADPRM
PTBP3
LINC00339
DPM3
ORC3
ZIM2
FAAP20
TESC
LRRIQ1
RRP12
FAM86C2P
AKR7A2P1
SMIM14
IFI6
RPF1
SEMA7A
VMAC
CLN6
SAMHD1
AHI1
DSE
OR2M7
FAM20A
HMBS
APBB2
RMC1
N4BP1
C5orf58
ZNF135
RHOB
C11orf42
DEPTOR
TAF9
SPECC1
DSP
GGT7
EMC8
NDUFA3
PCNX2
SCNN1D
FAM110A
TMEM135
LOC644762
RPP30
RNF113A
DNA2
FAAH2
TLX3
DOK5
RALGAPA1
YTHDF3
BLID
DDC
CCP110
BTNL9
FANCG
ZNF32
EDEM3
ZNF35
UNKL
BEST2
ACSL1
SOX11
BCAS1
LPXN
CLUHP3
AREL1
SCARB1
KIF21A
FEM1A
LHFPL4
HMBOX1
EFCAB14
STC2
MTM1
BCL2A1
KIAA1217
FOCAD
JADE3
PAX9
ZNF584
PIFO
PMS2CL
COMMD1
C9orf16
POLR3F
ZNF541
TNFRSF12A
LOC101927765
KCNE5
LINC01102
DUT
TBC1D3P5
ITM2B
VANGL2
WDSUB1
EBP
GFER
SUMO1
CARD14
BEX5
GRAMD1B
FKBP9
SMYD5
ARHGEF10L
ZBTB38
DUSP7
SPTB
TRAPPC1
MAIP1
L3MBTL3
PCNT
TADA2B
SLC2A1
SERPINA6
TMEM242
SHANK3
N4BP2
IBA57
`PINK1-AS`
GYG2
MORN2
SETD1A
SMG9
TACR2
HMGCS2
UTP11
PXDC1
CBLB
SELENOM
DGKQ
FAM78B
PLG
CFAP97D1
ST8SIA1
DPP6
EPM2AIP1
YTHDC2
IL32
DRP2
DEXI
KIF5B
CLIP4
PTPN21
TOR1AIP2
GRIP1
PML
LRCH1
MEFV
LINC01686
ZNF442
GSTT1
GTPBP10
GCHFR
IMMT
ADGRL4
TIGD3
`SOX2-OT`
HERC4
SNAP25
EFL1
EEF1D
FASTKD5
PSEN2
CBWD5
MOV10
PRKAA1
IRX1
SRD5A1
DGKE
ALG12
EEF1G
PECR
FOXRED1
TUFT1
DRAM2
ZNF624
GAPVD1
CD7
ZNF324B
CALCOCO1
AKAP6
TRIM66
TRIM61
RAB29
MOK
UVRAG
HIGD1B
LIN9
HNRNPM
PCDHGB7
BROX
ATAD1
INPP5B
PDPR
HELLS
ABCA1
LINC02012
C5orf51
SSFA2
FHL5
NFRKB
CLK2
RBFA
ARC
APOL6
FBXO30
UBL3
RNFT1
LDHAL6A
C2
CEACAM21
AKAP1
MTREX
MCM8
RPS4X
IFNAR2
TSC22D1
CCL17
PRRT3
ADAM9
KAT8
TGFBR3
TYSND1
MCOLN1
TAC1
PPIL1
CYFIP2
TAC3
LYRM7
NR1D2
NEFH
NOP16
TIGAR
PIGC
`ENTPD1-AS1`
ZCCHC8
ACAD9
SLC4A11
PRIMPOL
STARD10
MEGF6
LINC00665
SEC24C
ZNF740
PKD2L2
COG7
DOCK11
RBMS1
TXLNGY
IBTK
SEC11A
SMARCD2
IPO7
DCUN1D1
MCU
HUS1B
PLAT
ATP1A4
OR13H1
SSUH2
ZNF264
GLS
TGM2
TOP3B
MED15
PPWD1
TBC1D1
CYB5B
LUZP1
RORC
REV3L
PPARGC1A
ZNF396
KLHL24
HIST1H4L
ADPGK
VPS33A
KLHL28
OSTM1
TXNDC12
PIP5KL1
CAPN1
PIK3CB
ZSCAN9
YIPF5
C12orf4
GNB3
MAGI1
PCDHGB2
ROCK1P1
SMIM37
DDX58
ZNF383
G0S2
MBD5
TMEM123
NDUFS8
MRPL50
RAP1GDS1
CCND3
LDHB
SSU72
B3GALNT2
PGGT1B
C9orf24
USP37
CLCN1
LDB3
IPO9
DNAJC22
GIN1
SLC2A3
OSBPL3
MAST2
ADAMTSL1
DHX32
MRPL44
GPR149
ARSD
ZNF384
AMMECR1
PSMD14
CD151
ADH5
ZNF131
SMAP1
PEX1
MRPL13
RNF216P1
ASIC2
PI4KB
CACNA2D3
NEB
GBP3
DPY19L4
ENDOD1
HCFC1
PCDHGA3
PSMD9
RPAP2
RGS22
LINC01506
JAK1
HSPA12B
IGF1R
WDR1
GSE1
`PAX8-AS1`
HPGD
AVEN
RPS6KA3
PDCD10
TRNP1
FCGRT
DLX4
LRRTM1
DAB2
TOMM7
PDSS1
ADAM7
TRIM35
PARPBP
GADD45B
PDE3B
OR7E14P
KLHL21
`CKMT2-AS1`
PRR14
ABI1
REPIN1
PDE10A
IDE
CDKN2D
PNRC1
PRDM11
SLC15A2
SETX
GTF3C1
ZSCAN2
EPS15L1
LOC100132356
INPP5F
SLC29A1
SPEF1
ALG6
ZNF284
DBF4B
SPP1
FASTKD1
MFSD14A
SNW1
INTS12
SUN2
ST8SIA2
SOD1
MZT1
USP33
WNT10A
LAMB2P1
KIAA0355
RNF25
GGTLC2
MTBP
TMEM192
ANO4
