DOCK4
PDGFRA
DDAH1
DMGDH
RETN
NAGS
TNRC18
CFAP44
INTS5
DOK5
ITGA1
CALML3
NALT1
ENOX2
HACD4
TMEFF2
C20orf141
UBE2S
DCAF13
XIRP1
EIF1B
DNAJC2
TRABD
LOC728392
ADGRA3
LINC01197
DNAH14
KCNV1
SCML1
OTOF
CHCHD1
RIDA
SCN3B
BHMT2
SUMO1P1
ADAM7
LOC729970
MUC5AC
SCN9A
`ASH1L-AS1`
TWIST1
RPA4
CCNYL1
MRGPRD
C22orf39
USP6
ZNF729
FGGY
NT5DC3
C2CD4C
BCHE
SLC6A16
CDH9
KISS1R
FKBP1B
LYPD8
TBXAS1
PRKDC
MED14OS
CMC1
GRIK2
MED10
PPP1R1A
SAMD9L
NSA2
PLCE1
ARF4
XPO1
CHORDC1
SNX2
ZNF219
C8orf74
FAM138E
PIM2
LINC01783
AK5
INTS1
ADTRP
UPK2
NUS1
FTHL17
LMO3
DMWD
RAPSN
NUDT19
UBE2E2
LOC105376064
E2F5
IFT22
TLX3
ZNF735
PPP1R3G
DIRC2
LOC285097
LYRM2
OAS1
TRPM5
NDUFS5
CAMLG
SLC52A3
RIPOR2
ACTG1
LOC389895
SPTSSA
CDK5R2
CADM1
ART5
UPRT
WTIP
GNA12
CAPZB
GABRB1
PCM1
B4GAT1
`ERICH6-AS1`
CLDN14
POLE2
GLRX5
TAOK2
CCDC103
FAM149A
`SLC26A4-AS1`
NLRC5
SERPINB1
FPR1
CCDC34
EFNB3
CEP85
ARHGAP28
ME1
HTR1E
ATXN10
IL1B
ASXL3
LHFPL3
LONRF2
LHFPL6
MRPS18C
KCNMB4
ZNF733P
TLX1
FAM71F1
SNHG8
KIF2A
NEUROG1
C11orf74
TRPV6
KCNA5
TMSB10
CYTL1
LINC00982
ACTR3C
RANBP3L
ARHGAP18
PLB1
BEST4
NEDD4L
SPATA4
TG
PRR5
STRAP
SYPL2
LRRC42
SLIT1
LINC02014
KIRREL2
PPID
KRT85
PTPN3
SPACA3
SMIM10L2B
CHST13
P2RY13
SOX11
PEX19
MGAT3
LINC02249
ZNF324B
`KRTAP1-3`
DACT1
CENPVL3
G6PC
BCL2
RBM43
OPRM1
SYAP1
LY9
ANKRD28
STX2
BAIAP3
COPS4
EFCAB12
CRIM1
ZNF665
ATG7
SAMD4A
MEG3
RILPL2
TMSB4X
ZBTB41
RND3
CHMP4B
CAMKV
PDYN
SMIM14
PDE6G
LINC00302
ARF1
PRKCD
JADE3
SELENOT
CASZ1
LOC729080
NR4A3
USP18
LAMP5
FTMT
EDARADD
PCDH20
DCDC2B
WNT10B
DOCK3
MESP2
CNOT6
ICE1
NPY1R
CMTM8
`ASB16-AS1`
ZNF721
PNO1
POMP
RPA1
NPHS1
PITPNM2
TPM3P9
ASB18
SYNCRIP
AADACL3
TXN
C5orf49
CAPRIN1
FKBP1A
PLCB2
ZNF431
BMPR2
GOLGA5
TTC13
TPT1
SLC7A10
YWHAH
`ATP2B2-IT2`
AMZ2P1
RXRA
CMSS1
AMIGO2
UBR1
WDR41
PGM2L1
GPR149
ARFGEF3
FAM133A
CDH4
`CTBP1-AS2`
NETO1
IPPK
FBXL19
FUT9
GDE1
ADCY7
ETV1
S100A10
VWA7
`DHRS4-AS1`
FAM110C
PGAM4
SOCS7
GPR25
RPL26L1
TRPS1
GAP43
IL21R
LOC100049716
TAAR5
BEGAIN
DLX4
AOC3
ITFG1
DR1
SUZ12P1
UGP2
IFI6
LINC01949
ACTR3B
EFCAB11
`HLA-DMB`
DNASE1
CCBE1
EPHA7
GREM1
ARL15
ABCC6
TNXB
FAM92A1P2
KCTD12
LINC02004
GRM8
GPSM3
PCSK5
LOC729930
GALNTL5
SLC39A11
DBF4B
MCCC1
LRRC57
MED7
`LBX2-AS1`
LOC101929066
`URB1-AS1`
UBXN2B
KCNN3
GPR22
GSTM5
WNT5A
USP32P2
OBSCN
APCDD1L
ACVR2A
SCRN3
`DPP10-AS1`
ESM1
MARCKS
PKIB
LOC440434
COL11A1
KLK15
SMIM19
TREML1
KCNQ1
SMCO3
ING2
CREB1
DEFB115
PDZD2
AMN
TBC1D13
FOXB1
CHMP4A
ALDH9A1
TM2D1
TAF9
SEC63
HMOX1
PCMT1
TLR3
DNAH2
HIF1A
URAD
VWA5A
PCDH10
COL21A1
LY6H
`NEBL-AS1`
GKAP1
ADGRG1
LYPD1
RBM3
PON2
CYTOR
ATP9B
CCNY
RBM11
ZNF724
WDR66
RBPMS2
RPRD1B
TMEM230
TIMM10
SLC22A7
CRYZ
PAX4
SCG3
TBC1D14
LY86
RTP5
SHISA5
GALC
LPL
FAM162A
RNASET2
CASTOR1
AKAP11
MUC2
FOXA2
RB1
MARCH5
LOC148709
LRFN1
IQCA1
TNNI1
IFNL3
`MAFG-AS1`
CHAT
C6orf52
PTGER3
NRCAM
CEBPA
MYL3
PJA2
IL17D
IL27
CCDC40
RTF1
USP12
MPZ
ZC3H12C
SMAD2
C1orf229
AKAP13
EIF4ENIF1
ERN2
PLEKHG4B
ALOX5AP
TATDN2
PSMD5
SF3B3
NCR2
PRICKLE2
GFRA3
AMN1
EEF1B2
LOC286359
MYDGF
RNF128
PNPLA1
RPS7P5
GTPBP4
PCGF5
CHST9
CYB561
TSEN34
WFDC3
C19orf12
ZC3H12B
MAPK3
FREM3
LINC00260
TTC37
TRIP12
SAP130
OTOP2
`PARD6G-AS1`
PDHA1
OR10V1
RESP18
NCOA2
TEX44
PGAP1
EFHB
DLG2
HNRNPCL1
MLNR
UTP3
DPF1
AP3M2
SP7
LINC00475
CLCN1
KIRREL3
FCER1G
GNG4
XIAP
RNASEH2B
RNF11
CCP110
LAMA1
ENC1
LINC01551
CREBL2
P2RX3
RSPO4
LAPTM4A
TXNL4A
LOC101927752
LINC01554
CISD1
CYBA
NUDT10
GPR157
GSX1
DRAM1
ITM2C
SMIM27
HEPH
CDH8
SMR3A
KMO
NUFIP2
LOC101927420
SPATA32
LTA
TAAR8
SLC4A10
ZC3H13
LRRC2
TLL1
GLTPD2
BBS2
CASP8
CSMD3
KLK3
PLA2G2D
NPTXR
AVPR2
CA10
MDFIC
NECAB2
TOMM5
FGFR4
ZNF676
PCED1B
MIR7515HG
RAB11A
LCE1A
TMEM181
RAB6D
PDS5A
LOC728739
TYRO3
CYP4X1
SASH1
GNB4
CCDC70
CTAGE1
SDS
TSTD1
IQCJ
RIPPLY3
ZNHIT2
MDFI
MCUB
ARRB2
CALM1
KCNK2
TMEM130
SYDE1
PSKH1
SPPL3
C1orf194
CANX
THRA
MINCR
KBTBD6
LARGE1
PPAT
DPP6
WDR47
ARHGDIB
NAP1L1
FURIN
MBD4
STRADB
LINC00320
AHCYL2
XRN1
ZNF215
`KRTAP10-12`
ZNF184
COX8C
RAB10
RPL7
FLRT1
GKN1
PRKCI
NFIB
DNAJC12
ANP32C
`KRTAP5-8`
ATP9A
ACOX1
IL12RB2
LYPD3
CTNNA2
TAB3
TNFRSF14
PLXNC1
LINGO1
FABP6
LINC01296
MYO3A
MARCH1
CDC20
ALDH2
SLC17A4
BLCAP
KLK7
TMEM150B
TMEM242
ITGB2
ACRBP
GAST
C1QL2
`KRTAP4-1`
MISP3
PITPNB
LAIR1
GTF3C4
EYA2
NWD2
PRSS35
LAMTOR2
SCGB1C2
MAPK1
TRAPPC13
PRSS58
TUBB2A
PDCD6IP
KRBOX4
MILR1
ZXDB
C6orf120
SIGLEC14
KCNG1
TIMM8B
TACC2
TPRG1L
VSIG10L
CMAS
CCDC91
ITM2B
PPM1N
GLIS2
B4GALT1
ATP8A2
RSPH9
FAM107A
LOC101927811
CNN3
GJB3
OTOS
CXCL5
ARHGEF15
CDKAL1
EVPL
LOC101927502
MRGPRE
RAB42
FBXL16
THOC7
HECTD2
FAM133CP
MSH3
SORCS3
HMGB3
MLEC
AP5S1
TMEM255A
FAM181A
PPCS
TIMM10B
PRR15L
C2orf74
PATE3
NOL4
HPCA
ACKR4
C8orf46
RIMS1
METTL5
MEF2D
BTBD9
NACA
AVP
SFXN4
RAC2
LOC101928424
C6orf118
APMAP
SPRR1A
CYP11A1
ASCL2
CACNG6
C5orf30
BLNK
PBLD
KLF10
ECI2
AASDHPPT
DIRAS3
AJM1
NFRKB
FAM86HP
PPP1R3C
HS3ST3A1
ABCB6
SLC2A12
MCUR1
B3GNT4
SPPL2C
MYL12B
POM121L12
HBM
GABRA4
ACAD10
ARFIP1
TACR2
LCE2A
HAUS3
BCAM
NIP7
HILS1
SYNPO
EIF4E3
TMEM86A
SLC25A53
SEMG2
NEDD4
CCT5
TLCD2
PBXIP1
TBATA
ATP5ME
KLK14
C14orf132
MAF
PRR25
FAM160A1
BMF
PEA15
TRAPPC2
ZNF285
SCOC
KLRC1
COL8A1
BICRA
IFT74
GPT
SLC16A2
ACSF2
WDFY4
BFSP1
TMEM200C
LOC339803
PHF12
ZNF732
SERPINB2
ACOX2
SPHKAP
ACBD3
TRMT12
RIMBP2
NTSR2
WSB2
PEG10
PTP4A2
RGS18
GPR88
GNG10
ZNF85
`MNX1-AS1`
SEPT7P2
RNF7
KBTBD13
DCC
CSTF3
LINC01976
KIAA0319
IGSF22
DPYSL3
EIF2S2
SERPINI2
RCSD1
ATP8B3
FLJ33534
METTL7A
NACC1
RPGRIP1L
PACRG
ODR4
SLC35G3
EIF4E
CLPS
TMEM170A
ARHGAP20
IQSEC2
CTRC
RELN
GLP2R
HUS1
WDR77
IGFBP5
C18orf12
ISCA2
CMAHP
IFI27L2
`KRTAP12-3`
SUGT1P3
MORF4L2
LLPH
OLMALINC
HSPA9
SCGB1C1
MGC70870
RAB4A
RPP25L
FAM174A
RANBP2
S100A2
OSBPL10
DAGLA
FAM83H
PPP2R5A
GOLGA6C
UROS
MMS19
FABP5P3
ADCY2
LIME1
PHGR1
GYPC
FLJ20021
TSNAX
EMX2OS
SUMO2
MTA3
B3GNT5
SBDS
PCYT1B
GRAMD1C
MFSD2B
TSPAN12
EIF3M
STRA6
PTPRZ1
NDUFB8
WBP11P1
C6orf62
HCG23
PALLD
CREG1
GREB1
ZNF43
MIPOL1
C11orf94
TLN2
HMGCS1
KLHDC7A
KLHL35
AEBP2
ZNF157
BCL7B
HMGB1
PALMD
PSORS1C2
CDO1
OR52N2
LOC105373876
UCHL1
RTL6
GLRA3
PP7080
PHLDA2
ZNF726
`RAET1E-AS1`
CYP1A2
MECR
SLIT3
ZNF707
SOX5
ACO2
UBE2A
IBA57
MAGI2
CPEB2
FTCDNL1
PIK3CD
POM121L1P
CUL2
SLAMF7
TMEM30B
WFDC1
SRSF12
CARD16
LRRN2
WBP4
LRMDA
SLC4A7
RYR3
PHF20L1
SMIM29
NFIL3
MSLN
ARPC3
HIGD1A
`ZNF667-AS1`
SH2D2A
DTNBP1
GRIN3A
TRABD2B
SEH1L
TMEM128
NXN
RAB32
`HNF1A-AS1`
HMX1
DNAJC5
C7orf57
LOC100507557
PTHLH
PTPN22
RPL13AP3
RAB1A
LINGO3
ZNF771
ZNF486
NEU3
MTA1
NSUN6
SERPINI1
RGS5
MAN1A1
RECK
GPR156
CISD3
RPS17
ANKRD19P
TMEM95
ACP1
PRDM16
TAS2R60
BCR
F2RL1
ALK
LINC00839
MYT1
CORO1C
`ATP6V0E2-AS1`
HMGN4
CAMSAP2
PTCH1
RAET1K
DACH2
HCFC2
SKP1
PPP3R2
GLT8D2
FOPNL
YWHAG
TMEM200A
TRAPPC10
PELI1
PRR35
GUCY1B1
TBC1D26
HBQ1
ZMYND8
TCFL5
`KRTAP20-1`
REEP5
MYRFL
HDGFL3
ITGB1BP1
SH3GLB1
NMBR
ISL1
C9orf147
SUPT7L
BET1
KCNK7
BUB3
JRKL
CCDC153
RAP2A
C12orf76
CYP4F8
TBC1D27P
LOC100506100
MAGED1
ZFP36
C1orf189
CHST11
IGF1
RRAGD
UBE2L5
SHISA9
C20orf204
FAM126A
FFAR1
EMC8
P2RY1
STAT6
TKFC
HMGB3P1
BAG3
SFPQ
LAMB1
TMEM159
IGDCC4
GINS2
EPHA1
AGBL2
IFT27
RTBDN
KCNMB2
HIST1H3J
NELL1
MYOD1
ATP6V1C1
CAMK1G
ACADL
TRIM15
LSM5
CUL1
TNIK
NIPSNAP3B
FCHSD2
WFDC12
CNOT7
TNFSF13
UBE2D2
WDR7
PSMD10
DPYD
TMEM100
PM20D2
TMPRSS5
`ARHGAP27P1-BPTFP1-KPNA2P3`
GTF2H5
GPT2
PRSS36
SST
EPSTI1
LCE3E
VAV1
ZNF436
OR13A1
OR4D2
CELA2B
TDRD10
MANF
GABRB3
TLR9
DCST2
ATG5
TBL2
PTPRR
HRASLS
GSTM3
TEAD3
CCDC74B
GABRA3
LOC105372480
CYP11B1
NEUROG3
KRT81
DKK4
PARP1
CERNA1
LRRC56
PTPN1
ALG5
BCRP2
GFRA4
MLIP
KLK2
LINC02217
HNRNPF
DTWD1
APEX2
YIF1B
ACSL4
KLRG1
GSG1L
SEMA4A
SCMH1
CXCL16
DOC2A
ZC3HAV1
TOM1L1
CHCHD6
MEAF6
RGS13
GPR142
ZNF572
ARHGAP36
DNAJB6
LGALS4
MYBPH
DUSP6
ZNF723
RPS14
ZNF341
CPEB4
KCNK1
HAND2
COLEC11
GHRHR
EPOP
ANKRD30BP2
CD109
ARL3
RHO
CPSF2
NLRP9
SNRPB2
SPEM1
`UNC5B-AS1`
ACBD4
ARMCX3
SELENBP1
PTGER4
ZNF850
ZNF610
LYZL1
`KRTAP2-1`
CALU
SLC34A3
PLPPR3
ZNF137P
PTGIR
ANAPC10
ID2
OAZ1
SEBOX
TGFBR3
TRUB2
INTS10
MYOG
LHX8
ANHX
CYB5D2
TOP1MT
`USP30-AS1`
ZNF813
ACOT13
TXNDC17
FKBPL
PLEKHA5
BAIAP2
ANKRD12
BAG4
PPIG
TNFRSF8
ADAMTS8
ANKRD13C
B3GNT8
PFDN2
TSPAN11
SIGLEC6
USF3
TIPARP
PNMT
CREM
PER2
SHISAL1
LOC103344931
ATAD3C
C11orf16
CILP2
RREB1
YIPF1
MPLKIP
OPRK1
CACYBP
AADAT
KLRC3
ECHS1
HOXD8
GSTM1
OXT
OAZ2
TMEM132B
RAC1
BSN
IL2RB
PIP4K2B
TCP1
HSPB9
HPS3
KAT2A
BTC
SDK2
PYDC1
CHEK2
`USP46-AS1`
DCAF4
RAB8B
DNAJA1
RNASE6
TATDN1
CFAP70
MYADM
PRLHR
LINC01672
ZFP36L2
SCGB1A1
LOC100128079
SAMD10
CARMN
TMEM42
CACNA2D1
PLPPR5
PPP2CA
GRIA2
NDUFB6
GNA14
HTR1A
CDC27
ZNF728
POLR2K
ZSCAN18
CRLF2
PRB3
ZNF703
ARMC10
GUCY1A1
NR2F2
KLHDC10
SRGAP2B
MLC1
`NFYC-AS1`
ZNF469
LRRC63
PABPC1L
SRP19
LPIN3
ARHGEF7
LOC399815
GPR3
UBXN8
EME2
LINC01993
WFDC10B
TP73
CATSPERE
UQCRBP1
SNRPG
USP9X
SH2D6
SSTR3
COMP
ALOX5
AHCY
ZNF596
EGR4
`ZFHX4-AS1`
VPS37C
BCL2A1
ARL2BP
MUC1
LALBA
ZNHIT3
UBP1
RELB
AK6
TBCD
KLK8
NAIF1
DCUN1D5
TOX3
CCL24
UBFD1
FFAR4
RAB6B
TPBG
PCNX1
VSX1
HPS4
PGAM1P5
VPREB1
SERTM1
NCAPH
ADD3
TMEM136
MAPK14
TBXA2R
CEBPD
PHOSPHO1
SQOR
HMHB1
USP37
`KRTAP5-3`
FAM102B
FYB1
CNR2
SETX
PLS3
REXO2
RPL7L1
ROPN1L
APC
NKAIN2
DDA1
CHRNB2
HS2ST1
ZDHHC19
ERP29
LOC389199
AQP5
NXPH4
CRB3
NR4A2
FIBIN
NACAP1
CCND3
GNB2
C2orf27A
EFHC2
SERINC1
KLHL1
`KRTAP19-8`
PPIL1
ZNF648
CABP5
ZNF503
TOM1
PPBP
BTBD10
MEGF9
GLUD1
RAPH1
DCAF5
MALSU1
TMEM107
ZC3H15
ACAA2
ZNF716
YAE1D1
SLC2A14
ZNF66
HNMT
WNT11
LOC100130705
KPNA3
CSRP2
HIST1H3E
PPEF1
P4HA2
ATP5PB
CLASP1
DIAPH3
PTGES
LINC00886
GOLM1
KRT83
YWHAEP1
FAM117A
CES1
PAK3
ARL10
RAPGEF4
MARC2
PREPL
SPOUT1
FMC1
BCLAF3
CCDC71
NRL
LINC01023
RHBDF2
REM2
BCAS2
AP2B1
MTSS1L
FOXJ3
CSH1
FAM86C1
OR2W5
DOLPP1
PSPH
TOGARAM2
CACNG3
RETREG1
NUP37
DCTN5
SEC24D
WWC1
`KRTAP12-1`
`DNAJC9-AS1`
EMX2
CYCS
FUT7
DIRC1
SRRT
NMNAT3
PLIN4
PCDHGA12
TBCCD1
EMG1
LRP12
VEZT
LINC02076
ELFN2
PCDHB7
HSPH1
JPH4
KCTD15
IFNAR1
KIF21B
GIPR
LDHC
FRMPD3
PDZD11
VGLL3
NDUFB1
NPPA
RFNG
LOC646938
KANK2
RGS9BP
SHANK2
XK
NRROS
POLR3GL
TONSL
HINT3
LINC00893
DOCK1
RAB31
TEX13B
NT5E
NDUFAF1
SH3KBP1
FAM171A2
ISX
ZXDA
EFEMP1
FAM84B
CRCT1
ITGA5
RBMXL1
PPP2R5C
CREBBP
SEC14L4
MLLT1
KLF15
MRC1
ALG14
COL6A6
SLC18A2
AGTPBP1
RALGPS2
OR2Z1
ANKRD50
PRPH2
`WT1-AS`
NUDCD2
SYCE1L
SCGB2A2
MYBL2
WNT7B
GHSR
AGBL3
VAV2
KCNK15
CALB2
LINC00626
COG5
TMEM167A
SMIM10L2A
GDF7
BMPR1B
RSPH14
SLC22A3
GCSH
LINC01750
LOC105372990
SLC16A9
CPNE7
POLR2A
ASIP
A2ML1
ALDH6A1
MYH15
PRPS1
ACPP
GPR68
DNAJC19
NUDCD1
GPR152
PPP1R9A
HOXB7
ZNF350
DZIP1
PDE6H
NSD3
POR
RDH11
SOX18
PSMA2
TMEM108
ZCCHC12
EPHA10
MAB21L2
C1orf158
LILRA4
TMEM176B
`AZIN1-AS1`
MZT2A
PSTK
EGLN1
SUGT1P1
RNF175
OR10H5
YWHAB
SSTR4
LOC107984974
LBX2
FLVCR1
FGF3
ANKRD20A9P
KLF1
RNF145
`UBL7-AS1`
LINC00869
PRSS8
LGALS14
RIC3
IL17RD
CISH
SSX5
GDAP1
TMEM8B
DBT
C11orf58
ZNF473
MYLIP
RAB9B
PAFAH1B1
TRIM25
`NKX2-3`
CREB3L1
`ARHGEF26-AS1`
SMARCA1
ZDHHC6
PNPLA3
UPP2
TMPRSS6
SCTR
PKN1
LOC101929384
ITGB7
ICE2
MON1B
STYK1
TLK1
FBXO11
NKAIN4
NAV3
SLCO1C1
RRP36
SNAI2
P2RY12
EXOC3L1
PTPRA
ZNF274
LINC01736
FEZF2
INTS7
SGCB
SLC1A2
SMKR1
TUBB8P12
LIMS1
PRMT3
CEACAM20
CASD1
NYAP1
`EXOC3-AS1`
DDN
RPL36AL
MZT1
MTCH1
PTN
LOC101929122
GPR137B
C3orf67
KIAA1024
RGS17
GAB4
TUSC3
LINC00608
SPICE1
ZNF492
MIEF2
ZCCHC18
MIOX
TPD52
MINOS1
IGF2BP2
PCDHB3
OR7E14P
EMC7
SNTB1
BECN1
OSCAR
CNRIP1
FAM212A
ENPP7P13
S100A5
SEPT9
LOC100130264
MRPS10
CTXN1
CFAP161
ZNF746
S100Z
TRAF3IP3
PEX11B
NTAN1
ZG16B
XCR1
C3orf22
BATF3
SLC27A2
COL24A1
SMIM4
LOC644762
SLC25A26
ASCC3
NISCH
PUM1
LINC01506
NECTIN3
CHIC2
`STX17-AS1`
TAF15
MAP2
NUFIP1
VSTM2B
MAMSTR
WDR48
LINC00167
HERC4
LACTB
LSM3
SPRR2C
C9orf163
DLEU7
NDP
ADRA1D
SEL1L
LINC01140
KCNE4
IGIP
ERC2
GPNMB
NOC2L
LINC01351
NRDC
MMP9
CCT8L2
TRIM71
GPR179
KRT78
INTS12
ACBD7
NSF
CPNE8
ANKRD30B
APTR
LHFPL5
LHX3
SCAPER
L3MBTL4
CCNH
KLK5
SCN4A
TOPBP1
PLCL2
ZFP64
LINC01278
GIMAP2
NFATC1
CCND2
HOPX
CCDC189
LOC389641
SENP5
PKP2
C19orf24
GPR150
FAM118B
HMGN2P46
ANO10
TBCA
EXOC6
EBAG9
GRSF1
FGD2
CYP1B1
IAPP
RPL26
TUBB3
AGA
VSTM2L
RPRD1A
TRIB1
HDGF
CRYZL1
PITX3
OR11A1
ERICH1
JKAMP
KLHL7
`MAPKAPK5-AS1`
DCTN6
CLCN5
EVX1
SRSF7
GLCE
EIF5AL1
VAX2
LRRTM3
ZNF784
FER
`KRTAP13-4`
`KLF3-AS1`
B4GALT5
LIN7B
LRRC7
SP5
LAPTM5
NOL7
ERH
KLK10
CDSN
B3GNT6
SAT1
