CEACAM21
ZNF174
ZNF747
DCTN4
CHPF
RPL11
ANGPT4
MIXL1
CDK11A
UGT2B10
ZNF597
ACTG2
ARRDC4
IFNAR2
FAM118A
SFMBT1
MYRFL
ZNF213
APBA3
SLC19A3
NMNAT1
EIF5A
KLHL33
NES
CYP4B1
PRDM6
ACP2
KRT8
`SOX2-OT`
MGP
FAM155B
QPCTL
OR10H5
NUP98
TMEM272
KIAA1614
AATF
AOC3
PHF12
CALM2
RAVER1
POLR1E
PVR
ULBP2
DFFA
DLX4
ANXA2R
ZNF223
EBF1
NOL3
TBL1Y
BLOC1S2
NBPF11
ACKR4
TIMP4
LINC02381
LRRC15
ZNF534
FAM186B
SH2D2A
ADAM29
TRIM5
NAGS
NBR2
KIAA0087
CYFIP1
QTRT1
ATAD3C
SPATA32
MPZ
MAML3
DPH5
MIPEP
ONECUT2
SULT2B1
A3GALT2
SP9
PNPLA1
MILR1
VOPP1
GPRIN2
UPK3B
`NKX3-1`
FAM212A
MEGF11
SLC25A53
DNTTIP1
MYH11
TCN2
POLE3
PTCRA
CFAP221
MIB2
TNNC1
TRAPPC12
CDPF1
C1orf94
ZNF841
GPC2
ELK1
SDAD1P1
HMGCS2
FKBPL
ZNF232
TRABD
SPATA1
KIF20A
FARS2
HMX3
NRROS
MVB12A
COL22A1
CCR7
TMEM43
SIM2
RNF31
PCDHGC4
CDK5RAP1
ACTA2
KCNE5
ISPD
ZNF574
LOXHD1
KRT78
LOC541472
FOXE3
ANP32AP1
DCAF4
TMEM88
KDM4C
IGSF6
FUT6
RPS12
ZNF70
ZNF326
GCAT
FLT4
PATE3
PLEKHM1
ZIC4
LINC00687
DEFB115
KLK8
MFAP1
DYNLRB2
CCR5
CAMKK1
MRPL11
SNX8
LY86
POM121L12
PCDHGB7
NGLY1
IGLL1
PAG1
CCDC7
NLRP11
A2ML1
CCL25
DSP
BTN2A2
RAB42
ZNF766
EIF2B3
ALMS1
LINC01405
CLK2
RP2
COX4I2
SYNE2
UCP2
RGS13
LINC00608
ZNF709
PRSS58
LINC00652
ZNF830
PLA2G12B
YBX1
`HLA-DRA`
GABPB1
TEX264
ZNF141
PPP1R3C
PYY2
ANP32D
SLC38A5
CARHSP1
GAR1
`HLA-DRB5`
RBM11
`KRTAP12-3`
CLUHP3
TAAR8
`MRGPRG-AS1`
SSTR3
SLC41A1
BCL9
NAA11
ZNF785
SLC6A19
DCST2
TMEM223
ZBTB9
SLC38A3
SP1
CRIP1
UBL7
MICA
MAFA
PCAT19
VPS51
ORAOV1
KBTBD8
RCC1L
PLAC8L1
JADE3
DNA2
PINX1
LARGE2
TM6SF2
SLC9A5
ZNF394
PTPRC
ANKRD18CP
PDE9A
MUC6
VAMP5
NPPB
TBC1D27P
SLC7A5P2
NAPSB
KLK9
HDGF
E2F6
DSTYK
TRIM21
CHRNA6
PLCXD1
LINC00626
TEK
FAM133CP
MOCS3
CEBPZ
OGFOD2
CCT8L2
C3AR1
PDPK1
MBL1P
POLN
BIVM
HNRNPA1P33
CBLB
HBEGF
DBX1
PRF1
GYPC
YARS
LENEP
ZCCHC3
FCGR2A
WASHC2A
UTP14A
SLC2A8
PRAC1
MYO18A
CLASRP
INPP5D
FAM209B
BTBD18
DDX39A
SEC14L1
PLCXD2
RABGGTA
DCAF8L2
OR6C76
ZNF44
ST6GALNAC1
ISL1
UTY
ZC3HAV1L
SLC46A1
DMRTA2
DMWD
H2AFZ
FAAP24
INHBC
CDK8
ZNF324B
RHOB
PPP1R3D
TRIP10
CASC15
OR2W3
MSI1
AFF4
FAM160A1
CCZ1B
TMEM99
TRMT12
CIB3
ANKRD16
GNE
RPL23AP82
PRKCH
CD2AP
SLC1A5
SERPINA6
`FAM13A-AS1`
GPR119
NLRP9
TUBA3D
CLEC12A
RPS13
MTA2
IRAK1
TGFBR2
GPR4
ABHD14B
FH
TMCO3
FASN
PSMD13
GPR142
LINC01686
TDG
ZGRF1
`ST3GAL6-AS1`
KLF13
LINC00216
ANAPC16
RIN3
VENTX
ZNF700
DAZAP1
ZNF468
ZNF250
SNIP1
ZNF137P
TLR2
SOX17
TNXB
HMX1
KLK14
YBEY
SUFU
PEAR1
SYK
SCNN1B
MAMDC4
TH
`PTGER4P2-CDK2AP2P2`
TIMM23B
LENG1
LOC100129138
SPATA25
COL8A1
GALNT5
RAPGEF6
RBM26
NME7
LINC00302
C7
ULK4
MFN2
TRIM72
CSNK1G1
CEP135
OLIG2
TRIM66
OR5L2
CD27
TIMM10B
PEX11B
PCDHGA3
ZNF664
SURF6
RPAP2
`FAM111A-DT`
AASS
H2AFJ
COLEC12
LCE3E
CHMP4C
CACTIN
`KRTAP13-4`
DBR1
TCF23
PARVA
SAP130
SUMO1
TLX3
FGR
ZNF561
ZP3
CSAG3
RNF216
DHX34
SLC7A7
CABP2
CEP128
POLL
THAP3
`KRTAP5-2`
SEPT12
KRT10
GPATCH2L
IGFBPL1
SPRY1
CDCA8
INO80D
FTMT
TEX261
MGAT2
ANGPT1
`RUSC1-AS1`
HSPA6
ITPR3
CCR1
LIMK2
TMEM14B
CXCL2
PLA2G4C
C4BPB
TMLHE
ZNF765
CLK3
HDHD3
COL6A6
CCDC86
TMEM147
ZNF331
UBAP1L
SPOUT1
PFN1P2
MTFMT
PANX3
GCHFR
CCL27
C8orf74
PKN1
SLC25A47
ZNF263
LOC100233156
TIAM1
`STK4-AS1`
SOS1
RNF126
NANS
TOP3A
GPR34
C1QBP
LGALS9C
FFAR1
EXOSC2
EEF1A2
ZNF516
ST3GAL2
NBPF22P
FAM193A
SCARNA17
`KRTAP5-AS1`
NFIC
LGALS14
CD37
COX6A2
SLC30A4
TRMT61B
SLMAP
CABP7
CDKN2C
PCYT1A
HRC
SECISBP2
BMF
TNNI1
TRERF1
TIPARP
TTTY14
RSL1D1
XXYLT1
SP100
IRAK2
OR5V1
ILKAP
XPNPEP1
POLI
TOM1
FXYD4
`ADARB2-AS1`
CRISPLD1
`KRTAP2-1`
ZSWIM7
LOC643201
DEFB131A
WDR27
SCGB2A2
BCORP1
TEX44
SLC38A10
CD74
ADAM11
ULK1
FAM201A
ZNF669
GDE1
EIF2AK4
BTG2
MYLK2
SFTA1P
URAD
STK26
C11orf94
RNASE13
RALGDS
DHODH
MAP2K7
PI4K2A
CLEC16A
RAPGEF1
C14orf93
ANXA6
AIM2
TANC1
ZNF517
GDF7
CARD19
ING1
GJA4
ZFYVE27
UMOD
VSIG4
LRRC45
TAS2R43
P2RX2
CREB3L4
POC1B
`KRTAP22-1`
LDHB
MBD3
CEP41
HMGB2
MYMX
IKBKB
HIST1H2BG
VANGL1
TRMT10B
WDR89
C7orf57
SUGCT
SNRNP35
RPS25
RSBN1L
COG8
INIP
DDIT3
CHST9
HCRTR1
TMEM199
LOC100130950
CLEC4G
ABHD14A
KIAA1324
NPBWR1
LOC105377590
SAMD10
MYBBP1A
REP15
`ANKRD20A4-ANKRD20A20P`
RETSAT
MAML1
DCC
IFNL2
NUP214
MRGPRD
XKR6
TRIM14
RECQL4
STEAP3
BUD13
ATP13A3
ARHGEF18
SEC14L4
ZBED6
VSIG10
OR2W5
LINC00893
LMO2
PIGA
`LEF1-AS1`
SNX17
RPUSD4
RPL13AP6
CDA
FAM57B
TANK
AGBL2
RPL26
`BIN3-IT1`
FYCO1
OPHN1
SYTL3
B4GALT1
KCNE4
ACY3
DDX60L
ALG9
RGS22
FUT5
ZNF703
TMPRSS2
APOL3
LOC728554
UBE2CP5
NDUFA4L2
FLJ32255
GYG1
UBE2C
ZNF518B
LINC00319
SGCA
PGPEP1
PRSS27
ZC3HC1
SLC22A18AS
DHX37
CAMK1
ZNF735
SMARCD1
BTN3A3
CALHM6
HAMP
SNX27
PDE3A
SMCO4
REPIN1
OSBPL1A
S100A4
TNFRSF10A
SUCLG1
RAPGEF2
VSTM2L
TPSG1
TIGD1
SLC34A3
CYYR1
PRSS21
PROCR
SLC35G6
STK33
TOE1
CFAP53
ZNF879
RBMXL1
AGXT
FAM110A
ZNF622
MOS
ZNF264
BLNK
ACHE
VPS16
RBPMS
BACH1
GTF2I
MATN3
HIST1H2AM
`HLA-E`
COPZ2
KARS
OR13A1
RPL9
MEG8
APCS
HEATR4
RTN4
HOXD8
KLF1
RECK
SLC15A3
RCN1
ANKRD42
TRIM41
`HOXB-AS3`
ZNF443
WHAMMP2
MORC3
JUN
`DTX2P1-UPK3BP1-PMS2P11`
NUDT5
DHRS7B
`HLA-DOB`
NPAP1
TSHZ1
CILP
EIF4ENIF1
RAX2
ZNF132
MFAP4
LOC728024
RPSAP52
CRLF2
SPON2
GLRX3
LEMD2
FOXA3
ZNF584
ZNF28
NXT1
CDH26
FUBP1
SSX5
ZNF839
PRAG1
SARM1
CDKN2A
GDPD1
XKR9
PORCN
C1orf229
DUX4
CARMN
SPTSSA
`MORC2-AS1`
PAWR
RFX5
SPTBN4
SLC5A10
POLR1A
TMEM38A
TP53I13
KLHL3
PLEKHA8
TPRKB
POM121L1P
LETM2
CACNA1I
SAPCD2
CEP76
CEP85
OR10C1
COL1A2
FUNDC2P2
NAALADL2
`HLA-DRB1`
SCARB1
EZH2
GPRC5C
USP2
MOB3A
TOMM20L
VPS37C
AKT1S1
RRN3P3
ZSCAN10
WDR11
ZNF648
GNAO1
HERC5
NKIRAS2
UXT
TRPV1
CDKN1B
CCR9
DOLK
HCK
CCDC154
WDR93
RPL32
C18orf12
CXCL6
DSN1
DCAF1
FOXK2
SCRN2
PTPN1
VWF
S1PR4
SERPINB2
EMILIN3
FOXB1
TCEAL3
INHBA
ARHGAP17
STRA6
SEMA3C
ZNF551
SYNGR4
ERCC4
AGER
EIF4EBP1
GDF15
LANCL2
PRTG
DEGS2
INTS1
ATP5S
TPM2
HOMER3
SLC33A1
NRP2
EMC9
THSD1
DDX11L2
TAF6L
NEURL2
HCP5
ERAP2
HARBI1
FBXO22
FCER2
THADA
RPS29
FBN3
BTF3
SEC61G
FANCC
HIST2H2BC
ELOVL6
DCDC2B
SLC25A45
SIPA1L3
HMGXB3
METTL13
ANKRD33
MRPS18B
GPSM3
RBMS2
DPT
C7orf13
ANKRD18B
SMAD7
PRB1
RNF222
PKP1
ALOX5
EIF4E
RAB9BP1
CYP3A43
CYP26B1
TNIP1
PMS2P5
`TP73-AS1`
B3GNT8
OLFML2A
TOP2B
TLN1
SPAG4
ANP32C
EP400
HIST1H4E
PIK3IP1
VSIG8
SYDE1
RCHY1
STYXL1
LCN12
IMPG1
RFT1
RNF24
PCF11
MOGAT3
SPDYE5
PTPN12
PTPN21
LOC100128079
TAS1R1
PSMD5
SCGB1A1
MAD2L1BP
ORM1
PRM2
HTRA2
JDP2
S100PBP
TM2D2
`RAD51-AS1`
ARHGEF15
ZNF487
ADCY9
NCCRP1
`KRTAP2-3`
RPSA
PRKG1
TSPAN5
ZNF192P1
CCL22
ADAM33
HIST1H1E
KDM5A
ALG1
`KANSL1-AS1`
PCBP3
BMP6
`RPL34-AS1`
DUS3L
DPP6
SLC2A5
SPPL2C
C1orf61
BNIP3
CLCN1
CYP11B1
TMTC1
SOX4
RABGAP1L
WFDC2
GIMAP8
PRPSAP1
SPART
`RAB30-AS1`
GCFC2
IVL
TRIOBP
ABHD17B
CCDC61
SETX
ZNF814
CD59
SLFN12
AADACL3
PMS2P4
`ADNP-AS1`
DNAH14
DBET
SLC25A39
OR10V1
EIF2S3
CD300LD
LILRP2
LOC391322
CDC26
PLA2G2D
PMS2P3
NCR2
NBPF10
NUP62
NSUN2
TBC1D28
RNF26
NYX
PLAUR
DCLRE1B
LOC155060
LAPTM5
SLC9A3R1
KMT2E
CA7
DDX19B
DLEC1
BARX1
TBL2
MAP6D1
DDX6
DUSP15
NEBL
`SEC24B-AS1`
IER3
CASC2
ZNF136
UBAC2
L3MBTL1
MTHFD2L
SCAF11
ISG15
ANKAR
PRR11
SF3A3
ACTR5
MRPS2
PTPRCAP
`HLA-DPB2`
UBALD2
MDN1
SOX6
STON1
NLRX1
LEAP2
CTNNA3
C12orf49
LOC644762
RFX4
TBC1D8B
ATG4B
TUSC2
TRIM26
CLDN5
LINC01184
MEX3C
BMP8B
GGA3
BMP2
`PARD6G-AS1`
DND1
ELP6
ABHD13
ZNF787
ZFP90
WDFY2
DENND6A
ZNF133
TRPM3
TMEM198
CCNB1IP1
SCARA3
LOC102723566
SYNDIG1
SEC11A
PCDHGA12
DYTN
VGLL3
ODF3L1
COX15
C9orf85
FERMT1
PRKAA1
BBOF1
ADAM7
ZFAND6
PIK3R5
ZNF562
LHFPL6
TREML1
FCGBP
ATP11C
RRP36
CCDC136
IL13RA1
LOC220729
LRRC23
KCTD14
GLB1L
BICD2
EN2
MARCH2
GALNT16
OR6W1P
RPL22L1
FASTKD1
ZBTB40
SLC35A4
`LBX2-AS1`
TAGLN
ELF4
IKBIP
`HLA-DRB3`
OR2T6
ATOH8
BTF3L4
TMEM250
UCP3
KRT15
ABHD3
GLYCTK
CRLS1
CD300LB
DYNLL2
LPCAT3
RP9
NFAM1
VWDE
SHD
MYEOV
TAP2
DEFB1
ILDR1
`HLA-DRB4`
ARHGEF6
NCK2
ADCY10P1
NRARP
PDGFA
CASKIN2
ZNF652
CHST12
LOC101929122
UBE2G1
EML5
PMAIP1
TFF1
ERI3
LARS2
KCNH1
CTRC
TLR3
`ANP32A-IT1`
ARG2
`TRAF3IP2-AS1`
SPI1
TBCC
DEFB123
PPP1R16B
MAB21L2
HDAC1
KCTD12
COG4
SLC35F3
USP15
P3H3
DRAXIN
TGFBR3
`KRTAP10-2`
RASSF7
CNN2
EPB41L2
SPACA6
TP53AIP1
ZNF417
TRIM13
`PINK1-AS`
DGCR8
EFNA2
HSCB
SCN4A
IRF5
LRRC46
IGSF3
RBM33
IL1B
SLC22A7
ATXN7L1
SNRPD1
WDR49
PCDHGC3
LRPAP1
CFAP161
MYCL
EPC2
EXOSC1
CCL17
LOC100130331
LYZL1
GKN1
MS4A15
USP22
`HLA-J`
NTHL1
FBXO46
C1S
AP2S1
GGT8P
BCL2A1
IFI30
ZBTB26
SLC25A19
WDR4
CLEC2B
ELL
OSBP2
SNN
ZNRF4
YIPF1
PCOLCE
MRRF
TSSC2
MAF
ZNF724
RABL2A
PCMTD1
AKAP8
HILS1
ARRDC1
SDCCAG3
ITGB2
RSAD1
RGS19
SINHCAF
SAXO2
NPW
FAM193B
KLHDC7A
ZNF85
HVCN1
`HLA-DMB`
`HLA-DPB1`
ESRRA
TOGARAM2
SLC25A15
MARCO
MAP3K20
KCNJ8
TSPAN11
CYGB
UFSP1
SEMA3G
PSPN
XKR8
EBI3
TMA16
RP9P
NDUFB8
RND2
RGS9BP
PLEKHN1
GAS5
SLC6A3
CABP5
TSPAN4
OR4D2
ODC1
SEMA5B
XYLT2
LRRC24
TRAPPC3
ZNF99
FAM163A
RFLNB
RANBP10
OSR2
DCLRE1C
MAU2
TVP23A
GMEB2
LOC145694
RPS4X
PSTPIP1
METRN
RARG
NYNRIN
SAT2
NFKB1
CFAP61
SZRD1
SOCS7
TMEM161B
VMAC
MXD3
PEBP4
FAM35BP
SPTBN5
LILRA1
FCER1G
PSMC5
FPR1
EXT2
ZNF729
PARD6G
ZNF462
DNM1P46
ANKRD40
TDRD1
HSPB9
LINC02012
TMA7
NCOR2
LINC01554
ASB4
LOC100506125
C2orf42
PSMD10
CASZ1
GORASP1
ANKRD20A9P
C2CD4A
LINC01783
HELQ
CCNDBP1
SEC31B
SCARF1
ZNF3
MAN2A2
SLC6A13
ITIH5
CDC42BPA
CSMD3
IRF7
ZNF230
EML4
CSH1
ESRP2
ZFP14
RERE
LCE2A
ZKSCAN8
MON2
TRIM10
YRDC
IRGC
KLRC1
CALCA
NSMCE2
KPTN
TMEM182
NUFIP1
SH3D21
ZSWIM1
ANXA2
CCDC142
TRIM67
SRP68
ZEB1
SPTB
MYL12A
GPT
KLHL21
NACAP1
EML2
TNFRSF11B
PHF3
CSPG4
ACVR1
OR2B11
ATG7
HIST1H4J
CSAG1
PPP2CB
TTR
FPGT
KLF16
LTA
UQCRFS1
CFAP97D1
IFNAR1
ADAMTSL3
TATDN2
FRMD4B
OLFML3
ARHGAP31
JAK3
HIST1H2APS1
MIPOL1
PINLYP
SPACA3
ESPNL
CTTNBP2
NMUR1
PROSER2
KLHL13
CBWD5
VNN2
STRN4
EMC10
TUBA1C
CNOT1
FAM241A
PROX1
GPR108
PLBD2
TWNK
MIOX
TRIM62
C1orf159
MCAM
C11orf96
INVS
SYF2
UBXN8
H6PD
PATJ
METTL18
TCERG1L
MECOM
TMEM243
ACTBL2
ELF2
RPSAP9
ELMOD3
NSMCE3
`CBR3-AS1`
FLYWCH1
ALG12
TMPRSS6
LRRC34
XPNPEP3
SIGLEC6
ADRB2
ORMDL3
SPG11
ELFN1
SNX12
PIN4P1
TSPAN3
FRS2
EFCAB2
RHO
FAM43A
RNF187
PDAP1
DNAJB7
MYO19
ADGRA1
C3
SEPHS1
RINL
TSEN2
BBS4
TAOK2
ASTN2
BMP1
HNRNPCL1
ITPRIPL2
DGAT1
TGIF1
MAX
LCE2D
WWP2
RICTOR
SPRR2E
SPEF1
BHMT2
TIGAR
NOC2L
OR3A2
HIST1H4C
STAT2
CTRB1
HIST3H2A
BCL2L10
WDR45B
TBXT
KANK3
SUSD3
UQCR10
CCT3
HSD17B7
B3GALT1
TARDBP
RNF168
CARNMT1
VPREB1
ARHGEF10
UBE2I
ZNF236
IP6K3
FAIM
MARCH9
IFFO1
ZSWIM4
HOOK3
DMRTA1
JPX
GNRH1
ANGPT2
ZNF800
PPFIA1
FAM20A
ZNF420
FKBP5
ETV3
LEPROTL1
SERPINB1
LETM1
ANP32E
NARS2
POLD4
ZNF581
PCDH18
ARRDC2
WNT10A
PGAM1
S100A2
IGIP
CDH23
ZNF502
HAUS1
MYCNOS
PYGO1
EPS15L1
ARHGEF17
KDM3A
PLK5
TMEM41A
SCTR
LMOD1
IGLL3P
OSCP1
DRAM1
PTTG1
NUDT17
TDP2
OR2Z1
ARL6IP6
CDH3
TRPV6
ZSCAN25
YWHAEP1
CNNM2
SCN2B
POGK
RTL4
UTP6
CORO1C
NDUFA9
CXorf36
ACTL6B
CCNB1
SEPT10
PRR29
SIGMAR1
FGL2
ZNF267
DKKL1
XPO7
CSTF2T
WAC
NTPCR
ATF3
HIGD2A
COMMD1
CACNG8
TM7SF3
ROBO4
SLC52A3
CDKN2AIP
CCNL2
ZNF583
HIST1H2AE
IBA57
LINC01061
SIAH2
TRMT61A
HIST1H2BO
SYT2
TRUB2
CEP250
DNAJA3
ADAT1
CCDC28B
BDKRB2
SDR16C5
F13A1
PARD3
METTL5
BOP1
ZNF180
SEC14L1P1
GPATCH4
RNF169
LOC100506544
SDC4
GIMAP2
NCBP3
PLPP4
CD2
SYMPK
ZNF488
URB1
DKFZP434K028
DHX57
ABHD17A
ATP5MC3
MAVS
PRKCSH
TRIM52
FRAT1
YDJC
ALG3
RPS15A
SYBU
CRACR2B
MAGEA6
IRAK4
ENG
F7
SPIB
FGD2
`KRTAP5-11`
PRRT3
NEUROG3
GINS2
WFDC8
PLCG2
ITPK1
DNAJC4
LAYN
CLEC14A
ZNF732
TM4SF18
GZMB
ICOSLG
GRB7
TTC25
NDUFA10
FAM103A1
STX6
TACO1
SEPT14
BRSK2
RALGAPA2
CPEB4
SS18
ZSWIM5
HSBP1L1
TMEM174
PHOSPHO1
FAM86FP
RBP7
SNHG14
LINC01088
WASHC2C
LOC107984035
UBN2
S1PR5
PYGB
`TBX2-AS1`
MED25
NDRG3
GOLGA5
ABT1
RNF25
CCR10
HIVEP3
RAD54L2
ZC3H4
DEFB118
TXNRD3
PUF60
CTSC
SNHG12
PRRT2
C9orf106
PIK3R2
KAT6B
PPP2R3B
MKS1
PLPP7
NXF3
XPA
VPS26B
EYA3
TBC1D2B
ADAT2
PPP2R5D
LHX1
OGFR
JARID2
OR11A1
PRSS56
HIST1H2BH
RAE1
TRIM44
DSCR9
RPS3
CLPSL1
MAP3K3
ACTN4
COMMD6
DENND2A
ACAP2
TDRD6
CEPT1
NUDT16
SLURP1
PIGL
`KRTAP10-12`
FKBP9
EYA4
ATP10B
CES1
GLRX
PLEC
TCF25
CLEC11A
FGF9
ICAM4
INE1
RRH
PPM1G
DIRC1
TNFAIP8
ZNF304
NPRL3
UNC119B
CLEC4M
GNLY
CSKMT
`DNAJC9-AS1`
C19orf38
ASIC1
XIST
SYT6
AGL
TNFRSF10B
PNP
CYP2A13
GSPT1
SET
PIM3
CHIC2
UBFD1
POLD1
PBDC1
LOC91548
NPHP1
PHF8
LINC00265
DUSP5P1
CMTM7
DAB2IP
PCP2
LINC00963
LOC642929
CNOT10
GRM1
NCSTN
MAGOH
SOCS1
POLR3D
MAP6
SPATA18
KNDC1
ZNF521
ERC1
CWC15
SLA
TNFRSF13C
G0S2
`DAPK1-IT1`
ANAPC11
QARS
GDF11
MUC2
PLA2G6
LOXL2
ZNF557
PCED1A
ARL2
GOLGA3
HBG1
HOMEZ
ZNF646
HIST1H2BE
NOTCH2NL
FBXO25
TAS2R19
HIGD2B
ZNF79
DBX2
CAMTA2
KCNMB1
MYL9
GPR183
CGN
BHLHE22
BTBD7
NDUFA4
LOC554206
MTMR3
FAM200A
TIMM21
MRPS6
SCAF1
ARSB
EEF1A1
EXOSC4
MGC16025
GCK
MDFI
DDX56
C2orf40
TRAF3IP3
ESYT3
TEX13B
LOC439933
`AGPAT4-IT1`
PRKAR1A
WNT6
MUC4
PYCARD
PNPO
CCDC25
PTMS
MTG2
CD82
HNRNPM
HSPA8
ACTG1P4
MYH10
CTRL
PPP1R18
ANKRD54
FAM168A
SLC4A8
TMEM38B
HPGDS
CPVL
PRR15
CASP2
ZNF398
HSF4
KIF5B
CHRNA4
PABPC5
FAM19A5
RBSN
REEP2
OAS3
TDRD7
ZNF763
ZBTB17
POC1A
MTERF1
S100A14
SCAMP5
IFI6
PHYHIP
AVP
MST1P2
CRCT1
PPARD
TBC1D25
EIF3L
`MCPH1-AS1`
SCAMP1
LINGO3
HK2
SIK3
LYNX1
PHF13
P2RY12
SPRED1
NOS1AP
LINC01736
CATSPERE
COX6B2
CACNG1
LAMTOR5
SLC17A5
PLEKHG5
NELFB
KLRC2
ZNF43
MICALL1
SPINK7
MYO1F
CD3EAP
ATG4A
MAMSTR
GZMH
STYX
C12orf60
EPHA10
LRBA
PLCD3
PDIA5
KCND3
ISG20
SPRR2C
HAR1A
SMCO3
UVRAG
FITM2
USP36
KMT5A
MFSD6L
TCEAL6
NTN5
CLMP
USP45
SAT1
LOC730183
RNF170
RHOU
CNTRL
SLC9A2
ZRANB1
`KRTAP10-6`
PAX4
RORC
CKMT1A
PRKD3
RERGL
GPHB5
XCR1
TMEM203
SPIN4
PDZD7
ZNF821
TMEM204
H3.Y
ARL9
MYO1B
EGR1
MRFAP1L1
ZNF317
SLC16A5
MYB
EWSR1
DNASE2
JMJD8
DMAP1
PDE6H
FAM138E
SYN3
CES4A
RPL13
KLHL11
MBLAC2
PRPS1
RHBDL3
HIST1H2AB
SNHG5
FES
WDR83OS
SNHG21
RNU12
ZBTB47
PLEKHA8P1
LBX2
LRP3
SAMM50
MCM7
SLX4
SLC18A2
SLC2A1
PHF21A
AMER3
IRX1
CCIN
FOLR2
ZNHIT6
PAQR4
LOC399815
VCAN
RPS8
GAREM1
SLC9A1
ZDHHC4
C20orf141
PRLHR
MRPL4
DNPEP
CACNA1D
GPAA1
OPRM1
NOP2
TMEM255A
NEUROG1
SLC37A4
SLC22A15
ZFAND2A
MPLKIP
TTLL13P
TCF7L1
IDUA
SLC39A7
SUZ12P1
FKBP1B
NPHS2
P2RY13
NOL9
ARHGAP19
FITM1
DDX54
CBFA2T2
ANGPTL2
PTPDC1
DGCR2
NHLRC4
LHFPL3
AFMID
ZSCAN30
REV1
NARS
C2CD3
DHX9
LY6E
NUP54
SRGAP1
PDLIM2
BPNT1
DCXR
`HLA-H`
TTC30B
SMC6
DPF1
RERG
HIST1H2BL
HUS1B
OR10A5
ACTL10
OR10G2
LHFPL4
RSL24D1
ATPAF2
AFAP1
CTBS
SLC16A13
FAAP100
CHAC2
LINC01137
ADD1
ADCK2
TOR2A
PGK1
NVL
KLC2
REPS1
HSD11B1
CDR2L
RPL23AP7
OTUD6A
BAG3
LOC285074
SNRNP40
SH2D6
CCDC65
POMP
PCYT1B
PRAM1
RAB3D
PSMB7
PFN1
CEBPA
ASB18
NCLN
ZNF480
OR5H1
GALNT15
GOSR2
CDR1
TMEM151B
PGBD5
CHD7
SECTM1
C9orf3
PEPD
EEPD1
CASC3
GNPAT
E4F1
TIAM2
RPF1
`HHIP-AS1`
ARID3B
RPS5
ADAM17
ZSCAN22
CARD8
LRCH3
DHRS9
TTLL5
`CCDC18-AS1`
GFRA3
DDX20
ATG10
SHMT1
ATAD1
HADHA
HAVCR2
CHMP4A
TTC31
RABL6
HIST2H2AB
ZNF527
TMEM74
SH3PXD2B
FLJ42393
RPL23AP32
HOXB7
ZNF396
PSKH1
ZNF845
TSPO2
GPR158
CA12
CRIPAK
RFTN1
